Subject	Predicate	Object
aac(6')-Il	confers resistance to antibiotic	Tobramycin
aac(6')-Im	confers resistance to antibiotic	Amikacin
aac(6')-Im	confers resistance to antibiotic	Kanamycin
aac(6')-Im	confers resistance to antibiotic	Tobramycin
aacA34	confers resistance to antibiotic	Aminoglycoside
aacA38	confers resistance to antibiotic	Aminoglycoside
aacA56	confers resistance to antibiotic	Aminoglycoside
aacA57	confers resistance to antibiotic	Aminoglycoside
aad9	confers resistance to antibiotic	Aminoglycoside
aadA1	confers resistance to antibiotic	Streptomycin
aadA11	confers resistance to antibiotic	Streptomycin
aadA12	confers resistance to antibiotic	Streptomycin
aadA13	confers resistance to antibiotic	Streptomycin
aadA15	confers resistance to antibiotic	Streptomycin
aadA16	confers resistance to antibiotic	Streptomycin
aadA2	confers resistance to antibiotic	Streptomycin
aadA22	confers resistance to antibiotic	Streptomycin
aadA25	confers resistance to antibiotic	Streptomycin
aadA3	confers resistance to antibiotic	Streptomycin
aadA31	confers resistance to antibiotic	Streptomycin
aadA4	confers resistance to antibiotic	Streptomycin
aadA5	confers resistance to antibiotic	Streptomycin
aadA6	confers resistance to antibiotic	Streptomycin
aadA7	confers resistance to antibiotic	Streptomycin
aadA8	confers resistance to antibiotic	Streptomycin
aadD1	confers resistance to antibiotic	Kanamycin
aadD1	confers resistance to antibiotic	Tobramycin
aadD2	confers resistance to antibiotic	Tobramycin
aadE	confers resistance to antibiotic	Streptomycin
abc-f	confers resistance to antibiotic	Macrolide
acrB	confers resistance to antibiotic	Azithromycin
acrF	confers resistance to antibiotic	Efflux
ampC	confers resistance to antibiotic	Beta-Lactam
ant(2'')-Ia	confers resistance to antibiotic	Gentamicin
ant(2'')-Ia	confers resistance to antibiotic	Kanamycin
ant(2'')-Ia	confers resistance to antibiotic	Tobramycin
ant(3'')	confers resistance to antibiotic	Streptomycin
ant(3'')	confers resistance to antibiotic	Spectinomycin
ant(3'')-Ia	confers resistance to antibiotic	Streptomycin
ant(3'')-Ia	confers resistance to antibiotic	Spectinomycin
ant(6)-Ia	confers resistance to antibiotic	Streptomycin
aph(2'')-I	confers resistance to antibiotic	Amikacin
aph(2'')-I	confers resistance to antibiotic	Gentamicin
aph(2'')-I	confers resistance to antibiotic	Kanamycin
aph(2'')-I	confers resistance to antibiotic	Tobramycin
aph(2'')-Ia	confers resistance to antibiotic	Amikacin
aph(2'')-Ia	confers resistance to antibiotic	Gentamicin
aph(2'')-Ia	confers resistance to antibiotic	Kanamycin
aph(2'')-IIa	confers resistance to antibiotic	Tobramycin
aph(3'')	confers resistance to antibiotic	Streptomycin
aph(3'')-Ib	confers resistance to antibiotic	Streptomycin
aph(3')-Ia	confers resistance to antibiotic	Kanamycin
aph(3')-Id	confers resistance to antibiotic	Amikacin
aph(3')-Id	confers resistance to antibiotic	Kanamycin
aph(3')-II	confers resistance to antibiotic	Kanamycin
aph(3')-IIa	confers resistance to antibiotic	Kanamycin
aph(3')-IIIa	confers resistance to antibiotic	Amikacin
aph(3')-IIIa	confers resistance to antibiotic	Kanamycin
aph(3')-VI	confers resistance to antibiotic	Amikacin
aph(3')-VI	confers resistance to antibiotic	Kanamycin
aph(3')-VIa	confers resistance to antibiotic	Amikacin
aph(3')-VIa	confers resistance to antibiotic	Kanamycin
aph(4)-Ia	confers resistance to antibiotic	Hygromycin
aph(6)-Ic	confers resistance to antibiotic	Streptomycin
aph(6)-Id	confers resistance to antibiotic	Streptomycin
aphA16	confers resistance to antibiotic	Kanamycin
aphA17	confers resistance to antibiotic	Amikacin
armA	confers resistance to antibiotic	Gentamicin
arr	confers resistance to antibiotic	Rifamycin
arr-2	confers resistance to antibiotic	Rifamycin
arr-3	confers resistance to antibiotic	Rifamycin
bla	confers resistance to antibiotic	Beta-Lactam
blaA	confers resistance to antibiotic	Beta-Lactam
blaACC	confers resistance to antibiotic	Cephalosporin
blaACC-1	confers resistance to antibiotic	Cephalosporin
blaACT	confers resistance to antibiotic	Cephalosporin
blaACT-84	confers resistance to antibiotic	Cephalosporin
blaBPU	confers resistance to antibiotic	Beta-Lactam
blaCARB	confers resistance to antibiotic	Beta-Lactam
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCMY	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaCTX-M	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaDHA	confers resistance to antibiotic	Cephalosporin
blaEC	confers resistance to antibiotic	Beta-Lactam
blaEC	confers resistance to antibiotic	Cephalosporin
blaFOX	confers resistance to antibiotic	Cephalosporin
blaHER	confers resistance to antibiotic	Beta-Lactam
blaHER	confers resistance to antibiotic	Beta-Lactam
blaI	confers resistance to antibiotic	Beta-Lactam
blaKLUC	confers resistance to antibiotic	Cephalosporin
blaKPC	confers resistance to antibiotic	Carbapenem
blaKPC	confers resistance to antibiotic	Carbapenem
blaLAP	confers resistance to antibiotic	Beta-Lactam
blaLAP	confers resistance to antibiotic	Beta-Lactam
blaNDM	confers resistance to antibiotic	Carbapenem
blaNDM	confers resistance to antibiotic	Carbapenem
blaNDM	confers resistance to antibiotic	Carbapenem
blaNDM	confers resistance to antibiotic	Carbapenem
blaNDM	confers resistance to antibiotic	Carbapenem
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Cephalosporin
blaOXA	confers resistance to antibiotic	Cephalosporin
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Cephalosporin
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXA	confers resistance to antibiotic	Carbapenem
blaOXA	confers resistance to antibiotic	Beta-Lactam
blaOXY	confers resistance to antibiotic	Beta-Lactam
blaPSE	confers resistance to antibiotic	Beta-Lactam
blaR1	confers resistance to antibiotic	Beta-Lactam
blaSCO	confers resistance to antibiotic	Beta-Lactam
blaSCO	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Cephalosporin
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Cephalosporin
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Cephalosporin
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Cephalosporin
blaSHV	confers resistance to antibiotic	Beta-Lactam
blaSHV	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Cephalosporin
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaTEM	confers resistance to antibiotic	Beta-Lactam
blaVEB	confers resistance to antibiotic	Cephalosporin
blaVEB	confers resistance to antibiotic	Cephalosporin
blaVEB	confers resistance to antibiotic	Cephalosporin
blaVEB	confers resistance to antibiotic	Cephalosporin
blaVEB	confers resistance to antibiotic	Cephalosporin
blaVIM	confers resistance to antibiotic	Carbapenem
blaZ	confers resistance to antibiotic	Beta-Lactam
ble	confers resistance to antibiotic	Bleomycin
bleO	confers resistance to antibiotic	Bleomycin
catA	confers resistance to antibiotic	Chloramphenicol
catA1	confers resistance to antibiotic	Chloramphenicol
catA13	confers resistance to antibiotic	Chloramphenicol
catA2	confers resistance to antibiotic	Chloramphenicol
catA3	confers resistance to antibiotic	Chloramphenicol
catB	confers resistance to antibiotic	Chloramphenicol
catB11	confers resistance to antibiotic	Chloramphenicol
catB2	confers resistance to antibiotic	Chloramphenicol
catB3	confers resistance to antibiotic	Chloramphenicol
cfr	confers resistance to antibiotic	Macrolide
cfr	confers resistance to antibiotic	Lincosamide
cfr	confers resistance to antibiotic	Streptogra
cfxA	confers resistance to antibiotic	Beta-Lactam
cmlA	confers resistance to antibiotic	Chloramphenicol
cmlA1	confers resistance to antibiotic	Chloramphenicol
cmlA4	confers resistance to antibiotic	Chloramphenicol
cmlA5	confers resistance to antibiotic	Chloramphenicol
cmlA6	confers resistance to antibiotic	Chloramphenicol
cmx	confers resistance to antibiotic	Chloramphenicol
crpP	confers resistance to antibiotic	Fluoroquinolone
dfr7	confers resistance to antibiotic	Trimethoprim
dfrA	confers resistance to antibiotic	Trimethoprim
dfrA1	confers resistance to antibiotic	Trimethoprim
dfrA10	confers resistance to antibiotic	Trimethoprim
dfrA12	confers resistance to antibiotic	Trimethoprim
dfrA14	confers resistance to antibiotic	Trimethoprim
dfrA15	confers resistance to antibiotic	Trimethoprim
dfrA16	confers resistance to antibiotic	Trimethoprim
dfrA17	confers resistance to antibiotic	Trimethoprim
dfrA19	confers resistance to antibiotic	Trimethoprim
dfrA21	confers resistance to antibiotic	Trimethoprim
dfrA23	confers resistance to antibiotic	Trimethoprim
dfrA25	confers resistance to antibiotic	Trimethoprim
dfrA27	confers resistance to antibiotic	Trimethoprim
dfrA29	confers resistance to antibiotic	Trimethoprim
dfrA31	confers resistance to antibiotic	Trimethoprim
dfrA32	confers resistance to antibiotic	Trimethoprim
dfrA34	confers resistance to antibiotic	Trimethoprim
dfrA36	confers resistance to antibiotic	Trimethoprim
dfrA5	confers resistance to antibiotic	Trimethoprim
dfrA7	confers resistance to antibiotic	Trimethoprim
dfrA8	confers resistance to antibiotic	Trimethoprim
dfrB1	confers resistance to antibiotic	Trimethoprim
dfrB3	confers resistance to antibiotic	Trimethoprim
dfrB4	confers resistance to antibiotic	Trimethoprim
dfrB5	confers resistance to antibiotic	Trimethoprim
dfrF	confers resistance to antibiotic	Trimethoprim
dfrI	confers resistance to antibiotic	Trimethoprim
emrD	confers resistance to antibiotic	Efflux
ereA	confers resistance to antibiotic	Macrolide
ereD	confers resistance to antibiotic	Erythromycin
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
erm	confers resistance to antibiotic	Macrolide
fexA	confers resistance to antibiotic	Chloramphenicol
floR	confers resistance to antibiotic	Chloramphenicol
floR2	confers resistance to antibiotic	Chloramphenicol
fos	confers resistance to antibiotic	Fosfomycin
fosA	confers resistance to antibiotic	Fosfomycin
fosA3	confers resistance to antibiotic	Fosfomycin
fosA4	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA7	confers resistance to antibiotic	Fosfomycin
fosA8	confers resistance to antibiotic	Fosfomycin
fosL	confers resistance to antibiotic	Fosfomycin
fosL1	confers resistance to antibiotic	Fosfomycin
fosL2	confers resistance to antibiotic	Fosfomycin
fosX	confers resistance to antibiotic	Fosfomycin
gar	confers resistance to antibiotic	Gentamicin
gar	confers resistance to antibiotic	Gentamicin
grdA	confers resistance to antibiotic	Gentamicin
gyrA	confers resistance to antibiotic	Quinolone
gyrB	confers resistance to antibiotic	Quinolone
lin	confers resistance to antibiotic	Lincosamide
lnuA	confers resistance to antibiotic	Lincosamide
lnuC	confers resistance to antibiotic	Lincosamide
lnuF	confers resistance to antibiotic	Lincosamide
lnuG	confers resistance to antibiotic	Lincosamide
mcr-1	confers resistance to antibiotic	Colistin
mcr-1	confers resistance to antibiotic	Colistin
mcr-1	confers resistance to antibiotic	Colistin
mcr-1	confers resistance to antibiotic	Colistin
mcr-1	confers resistance to antibiotic	Colistin
mcr-1	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-3	confers resistance to antibiotic	Colistin
mcr-4	confers resistance to antibiotic	Colistin
mcr-4	confers resistance to antibiotic	Colistin
mcr-4	confers resistance to antibiotic	Colistin
mcr-4	confers resistance to antibiotic	Colistin
mcr-5	confers resistance to antibiotic	Colistin
mcr-5	confers resistance to antibiotic	Colistin
mcr-9	confers resistance to antibiotic	Colistin
mcr-9	confers resistance to antibiotic	Colistin
mcr-9	confers resistance to antibiotic	Colistin
mdsA	confers resistance to antibiotic	Efflux
mdsB	confers resistance to antibiotic	Efflux
mdtM	confers resistance to antibiotic	Efflux
mefB	confers resistance to antibiotic	Macrolide
mefC	confers resistance to antibiotic	Macrolide
mph	confers resistance to antibiotic	Macrolide
mph	confers resistance to antibiotic	Macrolide
mphA	confers resistance to antibiotic	Macrolide
mphB	confers resistance to antibiotic	Macrolide
mphE	confers resistance to antibiotic	Macrolide
msrE	confers resistance to antibiotic	Macrolide
oqxA	confers resistance to antibiotic	Phenicol
oqxA	confers resistance to antibiotic	Quinolone
oqxA2	confers resistance to antibiotic	Quinolone
oqxA2	confers resistance to antibiotic	Phenicol
oqxB	confers resistance to antibiotic	Phenicol
oqxB	confers resistance to antibiotic	Quinolone
oqxB2	confers resistance to antibiotic	Phenicol
oqxB2	confers resistance to antibiotic	Quinolone
parC	confers resistance to antibiotic	Quinolone
parE	confers resistance to antibiotic	Quinolone
pmrA	confers resistance to antibiotic	Colistin
pmrB	confers resistance to antibiotic	Colistin
qepA	confers resistance to antibiotic	Quinolone
qepA1	confers resistance to antibiotic	Quinolone
qepA2	confers resistance to antibiotic	Quinolone
qepA4	confers resistance to antibiotic	Quinolone
qepA8	confers resistance to antibiotic	Quinolone
qnrA	confers resistance to antibiotic	Quinolone
qnrA1	confers resistance to antibiotic	Quinolone
qnrA3	confers resistance to antibiotic	Quinolone
qnrB	confers resistance to antibiotic	Quinolone
qnrB1	confers resistance to antibiotic	Quinolone
qnrB17	confers resistance to antibiotic	Quinolone
qnrB19	confers resistance to antibiotic	Quinolone
qnrB2	confers resistance to antibiotic	Quinolone
qnrB38	confers resistance to antibiotic	Quinolone
qnrB4	confers resistance to antibiotic	Quinolone
qnrB6	confers resistance to antibiotic	Quinolone
qnrB7	confers resistance to antibiotic	Quinolone
qnrB77	confers resistance to antibiotic	Quinolone
qnrB9	confers resistance to antibiotic	Quinolone
qnrB91	confers resistance to antibiotic	Quinolone
qnrD	confers resistance to antibiotic	Quinolone
qnrD1	confers resistance to antibiotic	Quinolone
qnrD2	confers resistance to antibiotic	Quinolone
qnrE1	confers resistance to antibiotic	Quinolone
qnrE2	confers resistance to antibiotic	Quinolone
qnrS	confers resistance to antibiotic	Quinolone
qnrS1	confers resistance to antibiotic	Quinolone
qnrS11	confers resistance to antibiotic	Quinolone
qnrS13	confers resistance to antibiotic	Quinolone
qnrS2	confers resistance to antibiotic	Quinolone
qnrS4	confers resistance to antibiotic	Quinolone
qnrVC	confers resistance to antibiotic	Quinolone
qnrVC1	confers resistance to antibiotic	Quinolone
qnrVC4	confers resistance to antibiotic	Quinolone
qnrVC5	confers resistance to antibiotic	Quinolone
ramR	confers resistance to antibiotic	Ampicillin
ramR	confers resistance to antibiotic	Chloramphenicol
ramR	confers resistance to antibiotic	Quinolone
ramR	confers resistance to antibiotic	Rifamycin
ramR	confers resistance to antibiotic	Tetracycline
rmtB	confers resistance to antibiotic	Aminoglycoside
rmtB1	confers resistance to antibiotic	Aminoglycoside
rmtE1	confers resistance to antibiotic	Aminoglycoside
sat2	confers resistance to antibiotic	Streptothricin
sat4	confers resistance to antibiotic	Streptothricin
soxR	confers resistance to antibiotic	Ampicillin
soxR	confers resistance to antibiotic	Chloramphenicol
soxR	confers resistance to antibiotic	Quinolone
soxR	confers resistance to antibiotic	Rifamycin
soxR	confers resistance to antibiotic	Tetracycline
sul1	confers resistance to antibiotic	Sulfonamide
sul2	confers resistance to antibiotic	Sulfonamide
sul3	confers resistance to antibiotic	Sulfonamide
sul4	confers resistance to antibiotic	Sulfonamide
tet	confers resistance to antibiotic	Tetracycline
tet	confers resistance to antibiotic	Tetracycline
tet	confers resistance to antibiotic	Tetracycline
tetA	confers resistance to antibiotic	Tetracycline
tetB	confers resistance to antibiotic	Tetracycline
tetC	confers resistance to antibiotic	Tetracycline
tetD	confers resistance to antibiotic	Tetracycline
tetE	confers resistance to antibiotic	Tetracycline
tetG	confers resistance to antibiotic	Tetracycline
tetH	confers resistance to antibiotic	Tetracycline
tetJ	confers resistance to antibiotic	Tetracycline
tetM	confers resistance to antibiotic	Tetracycline
tetO	confers resistance to antibiotic	Tetracycline
tetW	confers resistance to antibiotic	Tetracycline
tetX_2	confers resistance to antibiotic	Tetracycline
tetX_4	confers resistance to antibiotic	Tetracycline
tetX_5	confers resistance to antibiotic	Tigecycline
tetX_6	confers resistance to antibiotic	Tetracycline
tetY	confers resistance to antibiotic	Tetracycline
vanC	confers resistance to antibiotic	Vancomycin
vat	confers resistance to antibiotic	Streptogramin
