type	name
gene	STM1003
gene	greA
gene	tesA
gene	acrD
gene	ibpB
gene	purM
gene	spaQ
gene	sdhE
gene	yfeA
gene	dnaE
gene	STM4066
gene	phoU
gene	rhmD
gene	blaPER
gene	dacD
gene	aph(3'')
gene	ydhB
gene	mntP
gene	yfbS
gene	ygiM
gene	fepA
gene	yncA
gene	nadE
gene	yidR
gene	gntU
gene	yrbF
gene	PSLT025
gene	qnr-S5
gene	STM0911
gene	lysC
gene	potF
gene	STM3334
gene	STM2591
gene	STM2274
gene	STM0951
gene	adhP
gene	STM2238
gene	tnpA5
gene	fliH
gene	ybjM
gene	rseA
gene	hcaT
gene	lnu(B)
gene	STM2570
gene	rpoN
gene	ssaC
gene	prpC
gene	yffB
gene	STM1650
gene	dfrA34
gene	ymdB
gene	vsr
gene	sanA
gene	catB2
gene	micF
gene	STM2486
gene	cybC
gene	aaeB
gene	sseI
gene	yqgA
gene	sapF
gene	ytfN
gene	celC
gene	sifA
gene	slyD
gene	sseA
gene	hfq
gene	slsA
gene	accB
gene	ftsX
gene	prkB
gene	STM1791
gene	STM3860
gene	cmeB
gene	galM
gene	gapA
gene	ygaD
gene	ftnB
gene	STM1048
gene	stfG
gene	STMD1.9
gene	STM2475
gene	STM2426
gene	cat1
gene	yccF
gene	bcrC
gene	hisL
gene	elaA
gene	bcsQ
gene	ilvG
gene	STM0353
gene	yihV
gene	STM4502
gene	yadH
gene	STM1877
gene	blaZ
gene	STM3769
gene	vanY
gene	gabT
gene	rdgC
gene	rplL
gene	adk
gene	yfcM
gene	fre
gene	stjA
gene	spvC
gene	ulaA
gene	aac(6')-Im
gene	aadAB
gene	queF
gene	mutM
gene	fosA4
gene	STM0895
gene	eutN
gene	STM4271
gene	mrx
gene	thrC
gene	hemA
gene	yafV
gene	safC
gene	ydiP
gene	yjfP
gene	yahN
gene	yaiI
gene	yajR
gene	qseC
gene	ynfM
gene	STM2655
gene	yfcG
gene	degQ
gene	sirC
gene	btuF
gene	rsmC
gene	ccdB
gene	cmeR
gene	waaI
gene	yhhS
gene	ygdH
gene	ycaO
gene	rseB
gene	STM2745
gene	STM3752
gene	STM0902
gene	STM1787
gene	yhaL
gene	spaK
gene	fabB
gene	STM0409
gene	rpmH
gene	STM2607
gene	mtnN
gene	livG
gene	flhC
gene	moeA
gene	preT
gene	ysaB
gene	STM2604
gene	thiK
gene	fadD
gene	trkH
gene	STM1863
gene	STM0282
gene	STM3834
gene	ybdR
gene	yidF
gene	ypeA
gene	ccmF
gene	SL1980
gene	pyrI
gene	thdF
gene	yfaV
gene	iroE
gene	yieF
gene	ybdD
gene	pagN
gene	sbcC
gene	ytfF
gene	infC
gene	STM1055
gene	ygbE
gene	STM0716
gene	cbiQ
gene	ynaJ
gene	gppA
gene	lolD
gene	STM3595
gene	folA
gene	yhiR
gene	trpB
gene	spvA
gene	PSLT107
gene	STM2940
gene	STM3772
gene	trg
gene	invF
gene	STM0923
gene	nadD
gene	atpB
gene	qnr-S1
gene	STM4317
gene	yjeJ
gene	proC
gene	psiA
gene	ybhB
gene	yfdH
gene	mutS
gene	yhdA
gene	yjaH
gene	ydcY
gene	SL2716
gene	STM2245
gene	ycaM
gene	STM4420
gene	phoE
gene	maf
gene	cysQ
gene	rlmH
gene	feoA
gene	aac(6')-Iy
gene	STM2727
gene	traF
gene	STM3343
gene	leuD2
gene	lsrD
gene	STM0611
gene	pyrG
gene	rpiA
gene	ygaC
gene	ycfL
gene	vat
gene	citF
gene	rplO
gene	truB
gene	cmk
gene	thiF
gene	sitD
gene	hns
gene	aroK
gene	dld
gene	nrdF
gene	ybiI
gene	yeaH
gene	rluF
gene	STM2768
gene	fhuE
gene	dxr
gene	aph(3')-VI
gene	sscA
gene	PSLT068
gene	ylaC
gene	yncC
gene	slp
gene	STM0327
gene	STM0926
gene	yajQ
gene	prfB
gene	hyaA
gene	rhtC
gene	ygbI
gene	asr
gene	mdtK
gene	pbpC
gene	rnt
gene	prmA
gene	rbsK
gene	leuC2
gene	smp
gene	STM1132
gene	aphA1
gene	treA
gene	bcfH
gene	ompX
gene	STM1035
gene	narK
gene	dfrA27
gene	flgE
gene	bioF
gene	STM3697
gene	artP
gene	frr
gene	caiE
gene	cysA
gene	tehB
gene	ant(3'')-Ia
gene	dadA
gene	STM3152
gene	nemA
gene	acrF
gene	pstS
gene	sseC
gene	yahO
gene	zipA
gene	STM4457
gene	yohC
gene	fmt
gene	STM2700
gene	STM1676
gene	ssaP
gene	amiA
gene	yggR
gene	bepA
gene	STM1031
gene	STM4259
gene	samB
gene	ygcH
gene	ybaO
gene	cmeC
gene	caiA
gene	zraR
gene	mdlA
gene	ttrS
gene	glxK
gene	uhpC
gene	kdgT1
gene	ompW
gene	STM2631
gene	nuoN
gene	gst
gene	rmf
gene	tcp
gene	yncB
gene	emrB
gene	orfL
gene	fosX
gene	selD
gene	aac(6)-Ib
gene	STM2239
gene	pyrB
gene	STM3745
gene	lnuA
gene	wzxC
gene	STM3598
gene	ilvL
gene	STM1785
gene	rplJ
gene	mdoB
gene	purK
gene	rfbC
gene	glgC
gene	tsaC
gene	STM1256
gene	katG
gene	fdnI
gene	pefl
gene	ppdC
gene	STM3080
gene	aac(3)-VIa
gene	STM1624
gene	yjhX
gene	hcr
gene	nucE
gene	dlgD
gene	qac
gene	ybbN
gene	allD
gene	sulII
gene	sgrR
gene	STM1158
gene	yhcM
gene	nuoM
gene	STM2503
gene	menA
gene	STM2630
gene	kdsA
gene	STM0950
gene	yfiC
gene	dnaX
gene	fliQ
gene	grpE
gene	qnrA
gene	sgbU
gene	yehW
gene	ahpF
gene	ygaU
gene	yccR
gene	STM1287
gene	yhbS
gene	blaNDM
gene	fliA
gene	STM2703
gene	STM1033
gene	STM0769
gene	yeiU
gene	ssaS
gene	pta
gene	torC
gene	sgcX
gene	aac(6')-Ib-cr5
gene	stiH
gene	ant(3'')
gene	rpmG
gene	STM3600
gene	STM4449
gene	safB
gene	STM3012
gene	STM2764
gene	nrdE
gene	STM0761
gene	zraS
gene	yfeL
gene	cptA
gene	sucD
gene	focA
gene	STM2341
gene	vacB
gene	yajG
gene	STM0884
gene	STM2405
gene	fepE
gene	ispH
gene	tnpA4
gene	wcaD
gene	yegD
gene	dfrA15b
gene	STM0042
gene	STM1129
gene	STM4218
gene	ybhP
gene	pduU
gene	pntA
gene	treF
gene	yejK
gene	tetX_5
gene	virK
gene	STM2844
gene	msbB
gene	yjgG
gene	secY
gene	yaeQ
gene	STM4242
gene	acpS
gene	STM3461
gene	pagK
gene	mnmA
gene	STM0082
gene	purB
gene	hpaR
gene	ptsO
gene	STM0925
gene	STM3021
gene	yebF
gene	nhaP2
gene	crpP
gene	STM0567
gene	gudD
gene	cfa
gene	fabI
gene	cbiP
gene	ubiX
gene	dkgB
gene	mutH
gene	sspA
gene	yqjB
gene	mlrA
gene	zur
gene	murF
gene	iap
gene	STM1255
gene	lolB
gene	ssaJ
gene	STM2344
gene	mglC
gene	potG
gene	STM0764
gene	exoX
gene	fadL
gene	ycdX
gene	aad1A
gene	znuC
gene	yjeF
gene	yaiV
gene	oadB2
gene	nth
gene	sitC
gene	lysS
gene	lsrE
gene	mltA
gene	invI
gene	fliP
gene	dtnK
gene	SL1934
gene	STM4203
gene	yigI
gene	STM0014
gene	astD
gene	STM2592
gene	STM3128
gene	yjfY
gene	yrfE
gene	ftsH
gene	artQ
gene	pnp
gene	STM4528
gene	aadA2b
gene	fosA8
gene	hisH
gene	rpsT
gene	acpP
gene	STM0577
gene	pldA
gene	aceE
gene	STM1614
gene	recF
gene	gabD
gene	narU
gene	yicH
gene	thrS
gene	sixA
gene	STM2959
gene	tetX_2
gene	fepD
gene	aefA
gene	recQ
gene	znuA
gene	ybiS
gene	aac(6')-IIc
gene	STM0948
gene	glk
gene	tolA
gene	fimF
gene	ycjE
gene	cysD
gene	traT
gene	dfrA32
gene	eutM
gene	blaCMY
gene	rpoB
gene	napH
gene	yheV
gene	STM0361
gene	STM4422
gene	STM2905
gene	orf6
gene	SL2642
gene	STM2741
gene	STM0287
gene	tetC
gene	argB
gene	STM1024
gene	yggX
gene	tatB
gene	srfB
gene	STM0297
gene	STM0284
gene	STM0672
gene	tap
gene	flic
gene	argI
gene	STM2281
gene	traL
gene	yejH
gene	adhE
gene	t1056
gene	pncA
gene	STM3737
gene	yceO
gene	cspC
gene	STM4042
gene	icdA
gene	cbiL
gene	blaBPU
gene	ansA
gene	yhjH
gene	STM2714
gene	fur
gene	sseJ
gene	STM0919
gene	fliF
gene	trpGD
gene	yjgP
gene	lplA
gene	yecN
gene	hpaB
gene	STM3517
gene	slrP
gene	STM3175
gene	stdD
gene	yfeD
gene	murC
gene	ccmE1
gene	bcfC
gene	norR
gene	STM0267
gene	ychE
gene	aceF
gene	yifA
gene	gntX
gene	slmA
gene	caiF
gene	galR
gene	ybbK
gene	lsrK
gene	ygbJ
gene	fliB
gene	cyoB
gene	aph3-ic
gene	stbE
gene	eutG
gene	gshA
gene	hpaH
gene	hybC
gene	mcr-1.1
gene	mphA
gene	purR
gene	citG2
gene	nifU
gene	talA
gene	apeE
gene	ybjO
gene	yhaO
gene	phoL
gene	pefD
gene	yjbC
gene	STM4575
gene	stfA
gene	STM0954
gene	yhdU
gene	rpsJ
gene	dfrA21
gene	uhpT
gene	mdtI
gene	phoR
gene	ugpC
gene	rpsA
gene	rfbB
gene	tyrS
gene	yraR
gene	STM1857
gene	STM0725
gene	ybbP
gene	mgrB
gene	yibT
gene	fruK
gene	STM0335
gene	bioC
gene	aac(3)-IId
gene	spf
gene	rnc
gene	ycgM
gene	ftsA
gene	STM2587
gene	visC
gene	rmuC
gene	qnrB77
gene	ugpA
gene	yohG
gene	STM0904
gene	STM2711
gene	dfrF
gene	lolA
gene	ccdA
gene	yidH
gene	yhaK
gene	pldB
gene	ychP
gene	aadA1
gene	STM2275
gene	pefC
gene	STM2950
gene	stdB
gene	"ant (3"")-Ia"
gene	kdgT2
gene	ptsN
gene	dadX
gene	glgS
gene	nagD
gene	sseL
gene	wcaM
gene	yfhL
gene	STM2280
gene	STM1678
gene	catA13
gene	bioB
gene	nadB
gene	STM2614
gene	STM1254
gene	STM0270
gene	aroB
gene	STM4417
gene	folD
gene	hemD
gene	hisA
gene	ssb2
gene	STM0356
gene	glpB
gene	STM2400
gene	entS
gene	iagB
gene	ycfS
gene	alaE
gene	gmhB
gene	bcfD
gene	nrdH
gene	STM4312
gene	yhjV
gene	ygdI
gene	yifL
gene	sthD
gene	STM4536
gene	STM2597
gene	ompR
gene	STM3796a
gene	STM0065
gene	aac(6')-Ic
gene	avrA
gene	STM1638
gene	cobC
gene	kbl
gene	STM2244
gene	bcsF
gene	STM2914
gene	erpA
gene	arnB
gene	STM2747
gene	endA
gene	thrA
gene	STM0437
gene	fosL
gene	STM2963
gene	traR
gene	ybaN
gene	STM4191
gene	ydiO
gene	catA3
gene	STM4097
gene	metK
gene	carB
gene	pduE
gene	wecD
gene	rmtC
gene	nlpB
gene	tadA
gene	hybF
gene	yccA
gene	norV
gene	yidA
gene	fosA
gene	cheA
gene	rlpA
gene	creC
gene	cpxP
gene	yfhR
gene	parB
gene	repA
gene	glyS
gene	tsaB
gene	yjbD
gene	sopA
gene	ydhJ
gene	cbiM
gene	rihC
gene	ybgE
gene	yaoF
gene	STM3278
gene	yoaB
gene	STM0354
gene	STM1131
gene	pduP
gene	STM2750
gene	ndk
gene	yjgM
gene	sdhC
gene	STM1552
gene	SL2643
gene	oadG2
gene	ycaQ
gene	ygaA
gene	STM4215
gene	STM1585
gene	surE
gene	STM0920
gene	STM2008
gene	menC
gene	rcnR
gene	yiaF
gene	rsxE
gene	phsB
gene	scsA
gene	traA
gene	PSLT042
gene	STM4069
gene	aph(300)-lb
gene	ppa
gene	nrdR
gene	aaeX
gene	acpT
gene	yjiN
gene	fhuF
gene	STM3521
gene	blaFOX
gene	kdpC
gene	citD2
gene	tmk
gene	STM2209
gene	hypF
gene	fdx
gene	creD
gene	STM2585a
gene	yjbR
gene	STM1874
gene	hemC
gene	phoP
gene	lysP
gene	yaaJ
gene	sdhA
gene	STM1994
gene	STM1786
gene	cysI
gene	cyaA
gene	yadU
gene	iadA
gene	STM4314
gene	STM4428
gene	rsuA
gene	perM
gene	STM3820
gene	rplI
gene	STM2752
gene	rsxA
gene	nagB
gene	tolC
gene	stiA
gene	STM2434
gene	ybaV
gene	STM0410
gene	STM0699
gene	STM1009
gene	STM1030
gene	btuD
gene	ispA
gene	hrpA
gene	fosA7
gene	ampE
gene	yfiN
gene	pqiA
gene	yncJ
gene	yhbG
gene	mdlB
gene	cyoE
gene	gsiB
gene	yeaM
gene	ychK
gene	aroE
gene	ubiG
gene	STM1933
gene	zapC
gene	STM4551
gene	ycaL
gene	rfaB
gene	qepA4
gene	modC
gene	STM1861
gene	nusA
gene	gatZ
gene	yjcC
gene	STM3073
gene	nepI
gene	hutH
gene	murA
gene	iroC
gene	OmpC
gene	nrdD
gene	tsaD
gene	fliZ
gene	sctL2
gene	ssaI
gene	napD
gene	traG
gene	btuR
gene	symE
gene	rcsA
gene	SL4147
gene	aac(6')
gene	oadG3
gene	spvB
gene	wecA
gene	STM4503
gene	mdoC
gene	STM0081
gene	cbiO
gene	mutT
gene	STM2721
gene	yecD
gene	citX2
gene	STM0908
gene	csdA
gene	STM2530
gene	tufA
gene	gltL
gene	STM2340
gene	repA2
gene	yhbP
gene	catB
gene	frwB
gene	dapE
gene	patA
gene	STM0922
gene	ydiY
gene	yobF
gene	yicS
gene	STM0084
gene	STM0762
gene	skp
gene	trpR
gene	msrB
gene	STM4519
gene	dcuC
gene	ntpA
gene	STM1623
gene	ant3''Ih
gene	yjfL
gene	STM3601
gene	yebG
gene	blaOXA
gene	ybeQ
gene	aac(6)-Iaa
gene	rhaD
gene	yadS
gene	ghrA
gene	STM1747
gene	sbcD
gene	stcB
gene	sinR
gene	tctE
gene	nagK
gene	fruA
gene	yliH
gene	STM2156a
gene	STMF1.19
gene	mdsA
gene	ribE
gene	wcaL
gene	hofQ
gene	gcd
gene	yjfJ
gene	maa
gene	ydhF
gene	fldA
gene	STM4597
gene	arr-2
gene	yhhF
gene	aph3-Ia
gene	hybE
gene	yrbD
gene	prgI
gene	fosA3
gene	rrmA
gene	yceG
gene	dapA
gene	mdtJ
gene	orf5
gene	cedA
gene	nhaB
gene	STM1896
gene	STM2208
gene	yddG
gene	stcD
gene	rpmB
gene	yaaY
gene	phoN
gene	leuS
gene	STM2329
gene	pduV
gene	yacL
gene	STM3778
gene	slt
gene	cmlA9
gene	ulaB
gene	yfeC
gene	araJ
gene	ybdL
gene	trpS
gene	flgJ
gene	gloB
gene	gidA
gene	qnrVC1
gene	ttcA
gene	ygdQ
gene	PSLT063
gene	argR
gene	pyrE
gene	yhhA
gene	STM3025
gene	lrhA
gene	yggU
gene	STM1300
gene	ynfL
gene	hycH
gene	dusA
gene	pphA
gene	yifZ
gene	pqiB
gene	cdh
gene	ynhG
gene	PSLT059
gene	rbfA
gene	trpE
gene	yafC
gene	STM1630
gene	qepA8
gene	rtcA
gene	STM2139
gene	tatD
gene	yhaJ
gene	linG
gene	STM0324
gene	emtA
gene	rnhB
gene	STM0947
gene	osmE
gene	panM
gene	dsdA
gene	atpH
gene	ycfP
gene	wcaK
gene	cbiH
gene	STM2756
gene	yciU
gene	MCR-5.1
gene	STM2528
gene	aroF
gene	ccmB
gene	ytfB
gene	glpT
gene	sinH
gene	mrcB
gene	ycjG
gene	STM1606
gene	tusA
gene	rfbJ
gene	sdhD
gene	ftsZ
gene	STM0333
gene	sctL1
gene	STM2231
gene	yfiA
gene	amiC
gene	uvrD
gene	sitB
gene	STM2573
gene	misL
gene	yecC
gene	artI
gene	ypfN
gene	rfbD
gene	azoR
gene	ydgE
gene	sirB2
gene	STM3198
gene	srlR
gene	bdm
gene	STM2788
gene	ybhK
gene	ygfA
gene	STM3036
gene	gar
gene	AAC(3)-VIa
gene	STM2447
gene	STM3167
gene	STM4574
gene	lpfA
gene	nrdI
gene	ygiQ
gene	acrB
gene	catA1
gene	eutD
gene	blaCTX-M
gene	STM1267
gene	ybdH
gene	yjbJ
gene	STM1829
gene	emrA
gene	yqjA
gene	citB
gene	pheS
gene	ydcF
gene	cbpM
gene	yehR
gene	menE
gene	bcsC
gene	yiaC
gene	aaeA
gene	tmcA
gene	torA
gene	polA
gene	birA
gene	rffD
gene	STM0910
gene	STM0359
gene	msyB
gene	tsx
gene	astE
gene	ydfH
gene	STM3533
gene	fljB
gene	STM1573
gene	osmB
gene	speG
gene	bcsG
gene	ppiB
gene	ymbA
gene	tetH
gene	armA
gene	moaD
gene	STM2361
gene	holD
gene	catA
gene	STM3141
gene	envZ
gene	STM0289
gene	glyQ
gene	yneE
gene	STM4351
gene	ydiR
gene	mfd
gene	ydgA
gene	cmlA1
gene	STM3192
gene	aacA56
gene	yqjH
gene	STM0350
gene	cybB
gene	glnH
gene	rplX
gene	cysC
gene	eptA
gene	aacC(6')
gene	STM1539
gene	sph
gene	ant(2'')-Ia
gene	STM0030
gene	csiE
gene	flgM
gene	aacC3
gene	emrR
gene	dfr7
gene	STM0286
gene	nadA
gene	selA
gene	norW
gene	rnb
gene	STM0860
gene	eamA
gene	STM2986
gene	STM2602
gene	fucO
gene	minC
gene	CAT
gene	ant(6)-Ia
gene	ybeF
gene	STM0342
gene	narP
gene	yjgN
gene	aacA38
gene	STM2904
gene	fdoG
gene	htpG
gene	ssaM
gene	aidB
gene	cysG
gene	aph(3'')-Ib
gene	yccT
gene	hldE
gene	STM1856
gene	blaPSE
gene	hpt
gene	acs
gene	nadK
gene	exbB
gene	serS
gene	t3816
gene	safD
gene	yjfM
gene	iroB
gene	yieE
gene	STM2551
gene	t2965
gene	STM0344
gene	citF2
gene	yjjP
gene	traY
gene	sseB
gene	argT
gene	STM0293
gene	STM4239
gene	tctD
gene	GyrA
gene	STM0281
gene	STM4196
gene	dnaK
gene	dmsC
gene	STM3516
gene	RecB
gene	aadA8
gene	catA2
gene	STM1133
gene	yijC
gene	bioD2
gene	aadA31
gene	dnaT
gene	rfaH
gene	ydfZ
gene	STM4433
gene	orgAa
gene	fucU
gene	GlpT
gene	rpoZ
gene	ynfB
gene	nirC
gene	STM4491
gene	queA
gene	csgB
gene	dfrA15
gene	STM0556
gene	glsA
gene	nuoJ
gene	STM2504
gene	rph
gene	yejA
gene	STM3859
gene	pbpG
gene	tehA
gene	stfF
gene	hypC
gene	corE
gene	sthE
gene	STM2922
gene	pspE
gene	flgL
gene	hsdR
gene	rsmJ
gene	flgA
gene	STM4257
gene	orf319
gene	yhbQ
gene	yhjD
gene	yecM
gene	yciO
gene	qnrB6
gene	cobD
gene	ampH
gene	lamB
gene	STM4489
gene	ppk
gene	dfrA22
gene	ycfJ
gene	aac(6')-33
gene	ushA
gene	t3147
gene	STM2680
gene	yfcZ
gene	STM2532
gene	PSLT046
gene	secF
gene	yifB
gene	fabF
gene	psiE
gene	yifK
gene	qnrD2
gene	PSLT026
gene	STM3133
gene	edd
gene	STM2903
gene	mipA
gene	STM0034
gene	STM2377
gene	hpaA
gene	rhaA
gene	eamB
gene	yodD
gene	sthA
gene	STM2010
gene	ssaU
gene	dppD
gene	yjbQ
gene	STM1258
gene	cheZ
gene	srfJ
gene	gmm
gene	ycbL
gene	mdtA
gene	STM1047
gene	mpl
gene	STM2198
gene	yfeW
gene	STM1636
gene	ybbA
gene	STM2594
gene	yjfI
gene	trmA
gene	yciS
gene	STM0285
gene	cspE
gene	STM3768
gene	envF
gene	pmrA
gene	ecnA
gene	rluD
gene	STM1731
gene	yobH
gene	hisG
gene	fimI
gene	STM3696
gene	solA
gene	baeR
gene	groL
gene	flgD
gene	coaA
gene	STM0869
gene	vanA
gene	ycaI
gene	ynfD
gene	pflC
gene	cdaR
gene	wzxE
gene	mcr-9
gene	yaiA
gene	srlE
gene	STM2910
gene	STM4207
gene	orf242
gene	uxuR
gene	ygiB
gene	glpF
gene	STM1794
gene	STM2748
gene	thiS
gene	nfo
gene	panB
gene	hycF
gene	yhcO
gene	slyX
gene	ygiW
gene	STM1045
gene	STM1788
gene	moaA
gene	pgtP
gene	lnuF
gene	yciA
gene	STM2736
gene	proB
gene	recA
gene	t0533
gene	yfiP
gene	yieH
gene	STMD1.47
gene	ftsI
gene	secM
gene	minE
gene	STM4552
gene	ereD
gene	ydjA
gene	qnrB2
gene	argH
gene	rimJ
gene	yrdA
gene	STM2698
gene	STM2446
gene	STM2373
gene	fliE
gene	narL
gene	acpH
gene	yiaN
gene	hiuH
gene	STM0898a
gene	pmbA
gene	STM2730
gene	ubiH
gene	eutJ
gene	pipD
gene	hybD
gene	STM1023
gene	STM3169
gene	STM1020
gene	PSLT020
gene	sodB
gene	blaTEM
gene	aadA17
gene	ybdK
gene	yeaK
gene	yfeJ
gene	STM3791
gene	dsbD
gene	oppC
gene	STM0856
gene	phnA
gene	asrC
gene	gpt
gene	GyrB
gene	STM3255
gene	STM0914
gene	fabG
gene	t1707
gene	STM3784
gene	ffh
gene	tsf
gene	STM0610
gene	STM2715
gene	yigG
gene	stfE
gene	tdcB
gene	acrZ
gene	STM1538
gene	lpxD
gene	hemB
gene	yeiH
gene	STM3794
gene	aegA
gene	glpX
gene	yiaB
gene	STM4596
gene	STM4262
gene	ybdM
gene	yeeX
gene	yciI
gene	STM0347
gene	aroC
gene	STM3779
gene	thiI
gene	potC
gene	rplM
gene	stjB
gene	STM4309
gene	tesB
gene	dtpB
gene	fixX
gene	dksA
gene	yeaQ
gene	STM3558
gene	sohB
gene	blaVIM
gene	STM2629
gene	zapB
gene	STM4308
gene	holA
gene	bcsZ
gene	purD
gene	ubiF
gene	STM2596
gene	nlpC
gene	STM4429
gene	PSLT029
gene	thrB
gene	STM2618
gene	dnaG
gene	pabC
gene	STM2006
gene	fabD
gene	vanB2
gene	yiaO
gene	tetR
gene	yfbK
gene	ftsK
gene	STM4442
gene	cbiG
gene	ribA
gene	cysK
gene	ytfM
gene	rfaJ
gene	amtB
gene	aadA6
gene	dsdX
gene	ilvD
gene	yidQ
gene	copR
gene	yehS
gene	STM3775
gene	aadb
gene	safA
gene	rplY
gene	PSLT002
gene	STM3355
gene	tusB
gene	STM3357
gene	setB
gene	STM1533
gene	fucI
gene	gltX
gene	qor
gene	traW
gene	murJ
gene	yafE
gene	thiE
gene	pspC
gene	ulaG
gene	yiaL
gene	ribH
gene	pspB
gene	glmS
gene	ylbA
gene	mphB
gene	phnV
gene	chiP
gene	gidB
gene	fdnG
gene	yehV
gene	yebK
gene	smg
gene	STM0885
gene	rfbK
gene	aph(3')-Id
gene	aphA-3
gene	yjbF
gene	yebO
gene	dfrB5
gene	ldcC
gene	putA
gene	STM1249
gene	yfiO
gene	pipA
gene	ycaD
gene	gcvR
gene	yibR
gene	dcoB
gene	STM2138
gene	yadF
gene	STM2763
gene	STMF1.40
gene	aac(6')-Ib-cr
gene	rfbF
gene	guaB
gene	invC
gene	melA
gene	aes
gene	STM2742
gene	fixB
gene	folC
gene	hisJ
gene	STM3119
gene	ligT
gene	yfcC
gene	pgpB
gene	rraB
gene	STM1547
gene	"aph(3"")-Ia"
