Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info	Validation	Match
dnaE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('dnaE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
dsdX	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('dsdX', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
dxr	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('dxr', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fdnH	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fdnH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fdoG	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fdoG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fdx	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fdx', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
feoB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('feoB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fhuA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fhuA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
flgC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('flgC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
flgK	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('flgK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
flhB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('flhB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
flhC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('flhC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
flhD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('flhD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fliJ	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fliJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fliN	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fliN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fljA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fljA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ftsN	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ftsN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ftsQ	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ftsQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fucI	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fucI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
fxsA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('fxsA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gabD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gabD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
galE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('galE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
garD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('garD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
glnD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('glnD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gltA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gltA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gltS	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gltS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gntU	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gntU', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gshB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gshB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
guaC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('guaC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
gudD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('gudD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
hemF	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('hemF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
hemH	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('hemH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
hrpA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('hrpA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
hscC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('hscC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
hycD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('hycD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
idnK	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('idnK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ilvB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ilvB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
iroD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('iroD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
iroE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('iroE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
iroN	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('iroN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
katG	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('katG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
kdsA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('kdsA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
kefC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('kefC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ligA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ligA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ligT	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ligT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
livM	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('livM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
lon	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('lon', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
lpfC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('lpfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
lpxA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('lpxA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
malE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('malE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
malF	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('malF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
malT	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('malT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
map	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('map', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
marA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('marA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
marC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('marC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mazG	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mazG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mdlB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mdlB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mdoB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mdoB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
metH	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('metH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
metK	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('metK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mfd	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mfd', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mig-14	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mig-14', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mig-3	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mig-3', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mod	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mod', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
msbA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('msbA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
msbB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('msbB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mtr	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mtr', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mutH	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mutH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mutL	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mutL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
mutS	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('mutS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
narK	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('narK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
narQ	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('narQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nei	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nei', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nepI	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nepI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nhoA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nhoA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nrdE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nrdE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nrfE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nrfE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nuoE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nuoE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
nuoG	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('nuoG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
oppC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('oppC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
otsB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('otsB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
panF	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('panF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
parE	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('parE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pepA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pepA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pfkB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pfkB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pflF	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pflF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
phrB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('phrB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pntA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pntA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ppk	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ppk', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
priA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('priA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pspA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
pstS	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('pstS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ptsP	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ptsP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
ratA	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('ratA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rbsB	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rbsB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rbsR	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rbsR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rdgC	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rdgC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
recN	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('recN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rffG	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rffG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rimM	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rimM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rna	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rna', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rne	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rne', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rplO	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rplO', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rplP	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rplP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
rpoD	is mutated by antibiotic	Streptomycin	0.24963239899999998	1	Salm	2	0.24963239899999998	0.0	[(('rpoD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]		
