Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
carA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('carA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
cbiP	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('cbiP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
citE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('citE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
citT	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('citT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
creA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('creA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
crl	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('crl', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
cspA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('cspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
cycA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('cycA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
cyoB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('cyoB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
cysI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('cysI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
dacB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('dacB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
dmsC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('dmsC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
dnaE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('dnaE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
dsdX	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('dsdX', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
dxr	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('dxr', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fdnH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fdnH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fdoG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fdoG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fdx	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fdx', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
feoB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('feoB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fhuA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fhuA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
flgC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('flgC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
flgK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('flgK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
flhB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('flhB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
flhC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('flhC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
flhD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('flhD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fliJ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fliJ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fliN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fliN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fljA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fljA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ftsN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ftsN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ftsQ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ftsQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fucI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fucI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
fxsA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('fxsA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gabD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gabD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
galE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('galE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
garD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('garD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
glnD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('glnD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gltA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gltA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gltS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gltS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gntU	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gntU', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gshB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gshB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
guaC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('guaC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
gudD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('gudD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
hemF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('hemF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
hemH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('hemH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
hrpA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('hrpA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
hscC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('hscC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
hycD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('hycD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
idnK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('idnK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ilvB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ilvB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
iroD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('iroD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
iroE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('iroE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
iroN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('iroN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
katG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('katG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
kdsA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('kdsA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
kefC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('kefC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ligA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ligA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ligT	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ligT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
livM	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('livM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
lon	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('lon', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
lpfC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('lpfC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
lpxA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('lpxA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
malE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('malE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
malF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('malF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
malT	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('malT', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
map	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('map', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
marA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('marA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
marC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('marC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mazG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mazG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mdlB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mdlB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mdoB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mdoB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
metH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('metH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
metK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('metK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mfd	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mfd', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mig-14	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mig-14', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mig-3	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mig-3', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mod	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mod', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
msbA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('msbA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
msbB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('msbB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mtr	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mtr', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mutH	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mutH', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mutL	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mutL', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
mutS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('mutS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
narK	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('narK', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
narQ	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('narQ', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nei	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nei', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nepI	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nepI', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nhoA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nhoA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nrdE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nrdE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nrfE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nrfE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nuoE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nuoE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
nuoG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('nuoG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
oppC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('oppC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
otsB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('otsB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
panF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('panF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
parE	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('parE', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pepA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pepA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pfkB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pfkB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pflF	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pflF', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
phrB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('phrB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pntA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pntA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ppk	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ppk', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
priA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('priA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pspA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
pstS	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('pstS', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ptsP	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ptsP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
ratA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('ratA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rbsB	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rbsB', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rbsR	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rbsR', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rdgC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rdgC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
recN	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('recN', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rffG	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rffG', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rimM	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rimM', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rna	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rna', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rne	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rne', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rplO	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rplO', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rplP	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rplP', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rpoD	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rpoD', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rseC	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rseC', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rspA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rspA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
rtcA	is mutated by antibiotic	Streptomycin	0.2496323990	1	Salm	2	0.2496323990	0.0000000000	[(('rtcA', 'is not mutated by antibiotic', 'Streptomycin'), ['Salm'], 0.2496323989695266)]
