type	name
gene	STM14_1327
gene	STM14_0414
gene	lpfC
gene	moaB
gene	ssaE
gene	STM4010
gene	yccT
gene	STM3858
gene	yfeN
gene	znuB
gene	sul
gene	STM14_3661
gene	proC
gene	pdxB
gene	STM14_0038
gene	psiE
gene	STM0273
gene	yhhV
gene	tetS
gene	STM2225
gene	acrZ
gene	STM14_4214
gene	pntA
gene	STM14_3728
gene	STM4316
gene	aac(6')-Ib11
gene	aphA16
gene	aadA17
gene	STM14_0296
gene	caiD
gene	yraN
gene	STM14_1175
gene	STM1877
gene	qnrD2
gene	blaSHV-11
gene	hofB
gene	ybaO
gene	yhhW
gene	dcm
gene	bacA
gene	kdpB
gene	STM14_3043
gene	STM14_1177
gene	intl1
gene	fosA7.7
gene	STM14_1981
gene	rpsI
gene	STM1042
gene	alaV
gene	sppA
gene	STM4102
gene	STM14_0043
gene	fliC
gene	ycaD
gene	fosL2
gene	fruB
gene	finO
gene	nanT
gene	torS
gene	rmtB1
gene	ybbV
gene	priA
gene	yfhH
gene	dfrA17
gene	ychJ
gene	blaTEM
gene	crr
gene	STM14_0683
gene	STM2752
gene	STM0897
gene	sopA
gene	fumB
gene	dacB
gene	guaA
gene	yjiS
gene	STM14_2276
gene	stbD
gene	mkaC
gene	nrdF
gene	STM14_4448
gene	STM2446
gene	rplC
gene	STM14_5020
gene	pduA
gene	STM0707
gene	vat
gene	STM2434
gene	oadG1
gene	uvrA
gene	ybhF
gene	STM2715
gene	yqjD
gene	bcfE
gene	STM14_3622
gene	aaeX
gene	STM3130
gene	proS
gene	STM2695
gene	rffD
gene	csdE
gene	yecF
gene	stbA
gene	STM1865
gene	STM14_3803
gene	STM4502
gene	ltaE
gene	rsxE
gene	clpP
gene	proM
gene	STM2708
gene	STM14_2454
gene	ravA
gene	dfrA31
gene	ygdH
gene	AAC(3)-Ia
gene	btuC
gene	ygdG
gene	orf48
gene	STM14_5055
gene	melB
gene	glk
gene	gltJ
gene	STM2506
gene	STM4033
gene	STM2762
gene	STM3737
gene	STM14_1612
gene	hybC
gene	solA
gene	STM14_2763
gene	msrA
gene	blaCTX-M
gene	wcaE
gene	cueO
gene	STMF1.42
gene	narK
gene	mepA
gene	manZ
gene	mdtL
gene	STM4538
gene	mnmC
gene	yehY
gene	rsmH
gene	ydhI
gene	emrA
gene	yafE
gene	rpoN
gene	mazG
gene	hisB
gene	aac-IVa
gene	cysN
gene	seqA
gene	STM14_2166
gene	aadA25
gene	yegD
gene	hpaX
gene	ligT
gene	STM14_4403
gene	STM14_0657
gene	dtpB
gene	STM4209
gene	STM14_1152
gene	hslV
gene	STM14_5274
gene	sifB
gene	proX
gene	gsiA
gene	STM14_5025
gene	blaTEM-30
gene	glnW
gene	tig
gene	eutT
gene	yihR
gene	yciB
gene	STM14_1756
gene	ydiT
gene	STM14_1904
gene	mscL
gene	yjcH
gene	STM14_0580
gene	sfsB
gene	nuoM
gene	traL
gene	STM3098
gene	rspB
gene	pagB
gene	STM14_3662
gene	blaCTX-M-130
gene	qnrA1
gene	STM14_4439
gene	acpT
gene	STM14_1902
gene	rimL
gene	yggS
gene	argU
gene	STM1552
gene	fixB
gene	STM14_4180
gene	tnpA4
gene	STM1851
gene	STM4440
gene	yeiS
gene	hutI
gene	STM14_4641
gene	PSLT029
gene	rnk
gene	rpsG
gene	STM14_1180
gene	rdgC
gene	shdA
gene	STM14_0528
gene	rsuA
gene	STM14_0421
gene	ptsG
gene	trmJ
gene	STM3792
gene	proK
gene	STM14_0361
gene	dkgB
gene	chaA
gene	rlmG
gene	rmtC
gene	fliQ
gene	recG
gene	STM14_1399
gene	serC
gene	STM14_1239
gene	STM1513
gene	accD
gene	STM1637
gene	marA
gene	STM14_1098
gene	STM14_2158
gene	STM14_3479
gene	STM14_1500
gene	dsbC
gene	malG
gene	loiP
gene	coaD
gene	hpt
gene	STM4068
gene	yecH
gene	STMD1.9
gene	torA
gene	dgcQ
gene	STM14_1550
gene	erm(F)
gene	STM3175
gene	blaTEM-191
gene	nemA
gene	mph
gene	STM2504
gene	STM2507
gene	acpH
gene	blaTEM-57
gene	STM14_1081
gene	STM3679
gene	yajG
gene	STM14_1572
gene	STM1123
gene	pgtE
gene	wzb
gene	hycH
gene	rpmJ2
gene	aph(9)-Ib
gene	yhfL
gene	livH
gene	STM14_4018
gene	ugpQ
gene	qnrS1
gene	rpsN
gene	zapB
gene	dsbE1
gene	STM1788
gene	dcoC
gene	cbiH
gene	zntA
gene	blaKPC-4
gene	nagK
gene	mcr-1.2
gene	yeiB
gene	STM14_4331
gene	mppA
gene	STM14_2834
gene	STM3768
gene	ugpE
gene	polA
gene	dcuR
gene	creC
gene	STM2233
gene	STM14_1557
gene	STM1619
gene	STM3558
gene	dapE
gene	ybdL
gene	STM14_0893
gene	STM14_1147
gene	STM14_3789
gene	rraA
gene	dlgD
gene	ubiH
gene	msrB
gene	sadB
gene	yrdA
gene	STM1288
gene	argB
gene	gluQ
gene	sseA
gene	aroF
gene	argP
gene	STM1268
gene	ispB
gene	ompC
gene	ytjB
gene	cbiQ
gene	sapA
gene	STM1033
gene	hofO
gene	STM14_5415
gene	sthA
gene	yejM
gene	STM3118
gene	pmgI
gene	dsbL
gene	yicH
gene	pcm
gene	STM2631
gene	blaCTX-M-115
gene	STM14_4595
gene	iscX
gene	pyrL
gene	fliY
gene	asrC
gene	leuS
gene	flic
gene	ybiW
gene	katG
gene	waaC
gene	kdsD
gene	STM14_2466
gene	dcuC
gene	STM14_0328
gene	QnrB19
gene	STM14_5454
gene	yiiZ
gene	STM1484
gene	miaE
gene	gabP
gene	STM14_2243
gene	STM4071
gene	rhmD
gene	dfrA36
gene	msr(E)
gene	STM14_1053
gene	STM14_1971
gene	STM14_0816
gene	mraY
gene	bax
gene	STM14_3691
gene	STM14_2162
gene	gnd
gene	qnrA3
gene	arnT
gene	aadA10
gene	recC
gene	STM14_5413
gene	pcnB
gene	ssaP
gene	emrB
gene	STM4255
gene	STM14_1243
gene	clcA
gene	gltS
gene	mcr-4.3
gene	fdhF
gene	fic
gene	wcaM
gene	yejH
gene	aph4-ia
gene	araA
gene	gsiD
gene	STM14_2164
gene	yicI
gene	rcsA
gene	cybC
gene	ybdK
gene	holB
gene	yibF
gene	ulaE
gene	yhcG
gene	slrB
gene	fur
gene	epmC
gene	aaeB
gene	zipA
gene	STM2314
gene	tctD
gene	rimJ
gene	STM14_2773
gene	STM0859
gene	cspE
gene	gutM
gene	STM14_4801
gene	orf7
gene	STM2730
gene	STM1573
gene	allR
gene	STM14_5187
gene	hemD
gene	YedY
gene	STM14_0671
gene	rlmC
gene	STM1559
gene	bglJ
gene	yidG
gene	mdlB
gene	STM14_3080
gene	STM14_1614
gene	glpF
gene	STM14_2115
gene	aphA1
gene	ynfD
gene	STM14_0844
gene	STM2492
gene	eda
gene	STM1545
gene	cysJ
gene	STM1549
gene	hupA
gene	lpxD
gene	gapA
gene	STM3517
gene	tyrP
gene	STM14_4500
gene	phoR
gene	murA
gene	STM14_1055
gene	osmC
gene	blaOXA-17
gene	STM3670
gene	STM2614
gene	STM2601
gene	STM14_1289
gene	STM14_0210
gene	STM14_1545
gene	oafA
gene	lnu(B)
gene	blaCMY
gene	STM14_989
gene	STM14_0016
gene	glyQ
gene	STM14_0327
gene	spf
gene	ynfL
gene	Gene
gene	valS
gene	yncJ
gene	mdsB
gene	yecD
gene	STM14_5606
gene	pipB2
gene	yiiY
gene	aadA23
gene	spvR
gene	uxaC
gene	aad9
gene	yihT
gene	cbiO
gene	osmF
gene	panB
gene	flhD
gene	ybfE
gene	ybeM
gene	ycgB
gene	smrA
gene	STM1673
gene	yqgE
gene	fklB
gene	ybiS
gene	leuL
gene	lptA
gene	narZ
gene	STM0437
gene	STM14_5184
gene	STM4466
gene	ybdO
gene	ydiM
gene	sirB2
gene	tetG
gene	sufS
gene	thrA
gene	yiaK
gene	STM14_2236
gene	rpsH
gene	rplX
gene	astB
gene	garL
gene	yidR
gene	apbE
gene	phnX
gene	sucA
gene	yfeW
gene	tetR
gene	STM2913
gene	yhdE
gene	blaTEM-35
gene	phnS
gene	ybbO
gene	yqjG
gene	wzxE
gene	STM0034
gene	tusB
gene	lhgO
gene	ydhB
gene	STM14_1019
gene	ymdA
gene	tdcG
gene	yhhT
gene	STM4317
gene	STM0565
gene	mig-14
gene	STM4478
gene	trbH
gene	qnrB1
gene	ynaI
gene	OmpC
gene	qepA8
gene	stfE
gene	STM1081
gene	STM1864
gene	STM0926
gene	ybaN
gene	rutR
gene	blaSHV-5
gene	STM14_1307
gene	uspE
gene	nfo
gene	STM14_1970
gene	STM14_0359
gene	yegU
gene	STM14_2745
gene	PSLT043
gene	STM4446
gene	gabT
gene	STM2636
gene	STM14_5582
gene	argD_2
gene	metK
gene	STM1575
gene	rrfB
gene	fosA7.4
gene	STM1236
gene	STM14_4361
gene	STM14_0643
gene	rplJ
gene	fhuC
gene	nfuA
gene	rlmB
gene	rpsC
gene	spaL
gene	mglB
gene	SL3721
gene	traB
gene	fadJ
gene	yfbS
gene	xapB
gene	tdk
gene	ycgN
gene	lpxL
gene	moeB
gene	sulA
gene	STM0901
gene	STM14_1183
gene	cmk
gene	glpE
gene	STM14_5399
gene	STM4430
gene	STM1555
gene	entB
gene	bcsE
gene	bcsQ
gene	STM3260
gene	STM14_2665
gene	degS
gene	fhuB
gene	hflD
gene	aspA
gene	kduD
gene	STM14_3704
gene	yiaO
gene	repA
gene	pipC
gene	frwD
gene	penA
gene	blaCMY-4
gene	amn
gene	yajD
gene	phoA
gene	rtcR
gene	araJ
gene	sat2
gene	ddlB
gene	sfbB
gene	cmlA9
gene	nhoA
gene	hslR
gene	helD
gene	STM14_2421
gene	nadR
gene	dmsA
gene	lepB
gene	cbiT
gene	STM14_1601
gene	STM0349
gene	STM0929
gene	STM14_3314
gene	uvrB
gene	gntX
gene	STM14_3394
gene	aroE_1
gene	STM14_0137
gene	aph3-ic
gene	STM1664
gene	yheU
gene	hisA
gene	uvrY
gene	scsD
gene	tas
gene	yceH
gene	blaCTX-M-55
gene	STM4252
gene	ompR
gene	STM3785
gene	plsC
gene	nhaA
gene	dmsB
gene	STM2754
gene	mpl
gene	STM14_3799
gene	dadA
gene	STM0520
gene	yaoF
gene	dppC
gene	STM14_0391
gene	flgF
gene	leuD1
gene	STM1600
gene	glpT
gene	ybfA
gene	ygbM
gene	sucD
gene	STM2595
gene	livK
gene	STM1119
gene	melA
gene	STM1999
gene	def
gene	STM1410
gene	blaTEM-31
gene	STM14_1486
gene	ssaM
gene	STM4540
gene	yhjC
gene	STM14_5358
gene	gudD
gene	yfhG
gene	pykA
gene	yhhN
gene	ycjE
gene	kgtP
gene	tolQ
gene	mdtD
gene	mcr-4.2
gene	STM4491
gene	STM14_1855
gene	STM2375
gene	rmtB
gene	exoX
gene	entF
gene	ybhN
gene	STM14_1431
gene	GyrA
gene	mlaB
gene	ispA
gene	amiB
gene	STM4200
gene	aac(3)-I
gene	yheV
gene	STM0719
gene	mfd
gene	STM14_1782
gene	aadA
gene	STM14_3300
gene	plsB
gene	STM0479
gene	qseC
gene	STM2737
gene	yscR
gene	rna
gene	STM2940
gene	lsrG
gene	glpR
gene	ptsI
gene	STM4015
gene	STM14_0446
gene	STM14_2699
gene	nrfD
gene	trpA
gene	adiC
gene	osmB
gene	glnD
gene	eamA
gene	scsC
gene	STM14_0655
gene	potG
gene	STM14_0141
gene	STM2963
gene	ydFI
gene	STM2361
gene	STM0724
gene	mscS
gene	rbbA
gene	STM14_0076
gene	STM1860
gene	STM1941
gene	STM2709
gene	ftsE
gene	STM14_3897
gene	dppA
gene	STM14_3528
gene	STM0723
gene	menE
gene	ybaV
gene	dfrA27
gene	oppC
gene	STM14_1316
gene	mph_3
gene	yqjE
gene	aph(2'')-IIa
gene	cobU
gene	mglC
gene	STM2566
gene	STM0896
gene	blaOXA-181
gene	STM1133
gene	eutR
gene	STM2360
gene	STM2717
gene	pefC
gene	aaeR
gene	gutQ
gene	torR
gene	rffG
gene	blaTEM-20
gene	blaACT
gene	blaCMY-16
gene	yhhA
gene	yadH
gene	STM2281
gene	STM0649
gene	yjdN
gene	yobA
gene	ydcZ
gene	STM4217
gene	dfrB3
gene	dapF
gene	norW
gene	STM0329
gene	RBS,
gene	STM14_4182
gene	gtgA
gene	STM0575
gene	ruvA
gene	ybiY
gene	xylB
gene	STM4213
gene	pduX
gene	pgsA
gene	sirB1
gene	STM1615
gene	idnR
gene	gpt
gene	STM14_5190
gene	STM14_2151
gene	traW
gene	PSLT063
gene	ffs
gene	mobA
gene	menH
gene	STM0903
gene	crp
gene	yefM
gene	STM2943
gene	ygjP
gene	STM14_2305
gene	tet(G)
gene	iraM
gene	STM14_1153
gene	ampC
gene	STM14_3433
gene	STM2767
gene	xerD
gene	spoT
gene	STM2231
gene	aac(6')
gene	STM3600
gene	STM1634
gene	rpsT
gene	yjeM
gene	hutG
gene	aadA1
gene	fhuE
gene	dfrA20
gene	cysQ
gene	ydiK
gene	STM2148
gene	STM14_4520
gene	qepA2
gene	ilvB
gene	STM1861
gene	yjaH
gene	yehR
gene	oqxA2
gene	pduK
gene	dgoR
gene	ispU
gene	folK
gene	malT
gene	dfrA21
gene	ybfF
gene	nrdA
gene	mlaC
gene	tetB
gene	ilvD
gene	arr
gene	STM0290
gene	btuD
gene	blaCTX-M-40
gene	STM2616
gene	STM14_1189
gene	gstA
gene	aph(2'')-Ia
gene	qnrB17
gene	STM0566
gene	blaTEM-1
gene	STM1548.s
gene	frdA
gene	cheB
gene	STM3170
gene	STM14_2442
gene	STM14_4497
gene	STM14_1522
gene	narH
gene	nuoL
gene	fosA4
gene	yneG
gene	STM14_0860
gene	STM2594
gene	thrL
gene	aac(3)-IIg
gene	ttrS
gene	STM14_1867
gene	yhaM
gene	aac(6')-Ib4
gene	hemB
gene	pduW
gene	yceO
gene	yadS
gene	cmoB
gene	yiaL
gene	yejE
gene	gltB
gene	STM4441
gene	fliR
gene	STM14_0337
gene	eutH
gene	STM0971
gene	fadH
gene	mdtK
gene	hns
gene	STM1269
gene	elaA
gene	STM14_1638
gene	STM4488
gene	mdaB
gene	panE
gene	sra
gene	ant(3'')
gene	allE
gene	aadA2
gene	STM14_4800
gene	traQ
gene	PSLT051
gene	nrdE
gene	apaG
gene	blaTEM-40
gene	STM14_0105
gene	aidB
gene	oadG2
gene	tktB
gene	hspQ
gene	dnaX
gene	PSLT068
gene	STM2739
gene	acrR
gene	lpxP
gene	ere(D)
gene	grxC
gene	scsB
gene	sicP
gene	STM0650
gene	oadG3
gene	stdB
gene	STM3251
gene	STM1011
gene	pnuC
gene	tehA
gene	STM14_1561
gene	STM2718
gene	STM0307
gene	sscA
gene	STM3073
gene	STM0611
gene	STM14_4961
gene	yebK
gene	STM0721
gene	yneJ
gene	folD
gene	blc
gene	STM1023
gene	aph(3'')-Ib
gene	serS
gene	acrA
gene	MCR-9.1
gene	STM3277
gene	STM14_0314
gene	STM2691
gene	ydhK
gene	rcK
gene	atpE
gene	yrdB
gene	ant3''Ih
gene	fadK
gene	rfbC
gene	STM14_5429
gene	pal
gene	mph(E)
gene	blaHERA
gene	yjjG
gene	STM14_0668
gene	rnpB
gene	blaNDM-1
gene	aph(3')-Ic
gene	STM14_3875
gene	gcl
gene	ygbA
gene	blaSHV-2
gene	STM14_1767
gene	bioP
gene	mcr-3.20
gene	rstB
gene	tmk
gene	aacC
gene	rssB
gene	yigF
gene	caiE
gene	yjgM
gene	arr-2
gene	orf6
gene	dpiA
gene	stiA
gene	thiM
gene	blaVIM-1
gene	STM14_3209
gene	dfrA5
gene	cysP
gene	tusA
gene	yeaJ
gene	steC
gene	rpmE
gene	STM0020
gene	mrr
gene	yiaJ
gene	ycfL
gene	gpmM
gene	STM14_3504
gene	STM0809
gene	STM3605
gene	traN
gene	STM14_2952
gene	glgP
gene	STM14_0390
gene	ubiJ
gene	STM4595
gene	galR
gene	STM14_997
gene	STM14_0407
gene	srlR
gene	yfcE
gene	eutL
gene	yfiP
gene	STM14_1273
gene	GyrB
gene	PSLT047
gene	ygjR
gene	ycaP
gene	blaTEM-171
gene	STM14_5152
gene	nudC
gene	kefG
gene	yihY
gene	menC
gene	bleO
gene	STM0156
gene	rrfH
gene	leuC1
gene	eutQ
gene	STM14_1530
gene	STM14_5208
gene	moaD
gene	STM0031
gene	MacAB-TolC
gene	yfiR
gene	ppiC
gene	sgbH
gene	STM14_2940
gene	mzrA
gene	chez
gene	STM14_3466
gene	STM14_2180
gene	STM3074
gene	STM0572
gene	STM14_0562
gene	aroM
gene	ygaM
gene	ftsL
gene	smrB
gene	yggM
gene	STM14_2366
gene	maa
gene	STM2426
gene	erm(42)
gene	ilvN
gene	lysS
gene	STM1013
gene	foxA
gene	folP
gene	rnc
gene	caiC
gene	fdoH
gene	bigA
gene	rarD
gene	gltU
gene	yaaW
gene	lpoB
gene	tdh
gene	STM14_3168
gene	sbcC
gene	STM1273
gene	STM14_3109
gene	STM14_3205
gene	mlaD
gene	rpsK
gene	yqjA
gene	fhuD
gene	hrpB
gene	STM2602
gene	ilvM
gene	mnmA
gene	STM0839
gene	secD
gene	STM14_4485
gene	STM2528
