Subject	Predicate	Object
nadC	is involved in	heterocycle catabolic process
nadC	is involved in	organic substance catabolic process
nadC	is involved in	cellular catabolic process
nadC	is involved in	oxoacid metabolic process
nadC	is involved in	cellular nitrogen compound catabolic process
nadC	is involved in	carboxylic acid catabolic process
nadC	is involved in	quinolinate catabolic process
nadC	is involved in	carboxylic acid metabolic process
nadC	is part of	material anatomical entity
nadC	is part of	cell
nadC	is part of	connected anatomical structure
nadC	is part of	cytoplasm
nadC	is part of	biological entity
nadC	is part of	anatomical entity
nadC	is part of	cellular anatomical entity
nadC	is part of	intracellular anatomical structure
nadC	has	glycosyltransferase activity
nadC	has	nicotinate-nucleotide diphosphorylase (carboxylating) activity
nadC	has	catalytic activity
nadC	has	transferase activity
nadC	has	pentosyltransferase activity
yaaH	is involved in	C4-dicarboxylate transport
yaaH	is involved in	transmembrane transport
yaaH	is involved in	carboxylic acid transmembrane transport
yaaH	is involved in	ion transmembrane transport
yaaH	is involved in	carboxylic acid transport
yaaH	is involved in	organic acid transmembrane transport
yaaH	is involved in	anion transport
yaaH	is involved in	transport
yaaH	is involved in	cellular process
yaaH	is involved in	dicarboxylic acid transport
yaaH	is involved in	ion transport
yaaH	is involved in	localization
yaaH	is involved in	establishment of localization
yaaH	is involved in	anion transmembrane transport
yaaH	is involved in	organic acid transport
yaaH	is involved in	succinate transmembrane transport
yaaH	is involved in	succinate transport
yaaH	is involved in	organic anion transport
yaaH	is involved in	organic substance transport
yaaH	is involved in	acetate transport
yaaH	is involved in	monocarboxylic acid transport
yaaH	is involved in	acetate transmembrane transport
yaaH	has	secondary active monocarboxylate transmembrane transporter activity
yaaH	has	proton transmembrane transporter activity
yaaH	has	active transmembrane transporter activity
yaaH	has	ion transmembrane transporter activity
yaaH	has	solute:proton symporter activity
yaaH	has	solute:cation symporter activity
yaaH	has	cation transmembrane transporter activity
yaaH	has	symporter activity
yaaH	has	secondary active transmembrane transporter activity
yaaH	has	organic acid transmembrane transport
yaaH	has	anion transport
yaaH	has	inorganic ion transmembrane transport
yaaH	has	transporter activity
yaaH	has	monocarboxylic acid transmembrane transporter activity
yaaH	has	inorganic cation transmembrane transporter activity
yaaH	has	ion transport
yaaH	has	cation transport
yaaH	has	anion transmembrane transport
yaaH	has	cation transmembrane transport
yaaH	has	organic acid transport
yaaH	has	acetate transmembrane transport
yaaH	has	transmembrane transport
yaaH	has	acetate transmembrane transporter activity
yaaH	has	transmembrane transporter activity
yaaH	has	carboxylic acid transmembrane transport
yaaH	has	ion transmembrane transport
yaaH	has	acetate:proton symporter activity
yaaH	has	active ion transmembrane transporter activity
yaaH	has	acetate:cation symporter activity
yaaH	has	proton transmembrane transport
yaaH	has	carboxylic acid transport
yaaH	has	organic acid transmembrane transporter activity
yaaH	has	transport
yaaH	has	organic anion transmembrane transporter activity
yaaH	has	carboxylic acid transmembrane transporter activity
yaaH	has	cellular process
yaaH	has	acetate transport
yaaH	has	inorganic cation transmembrane transport
yaaH	has	localization
yaaH	has	establishment of localization
yaaH	has	anion transmembrane transporter activity
yaaH	has	monocarboxylic acid transport
yaaH	has	inorganic molecular entity transmembrane transporter activity
yaaH	has	organic anion transport
yaaH	has	organic substance transport
yaaH	is part of	biological entity
yaaH	is part of	anatomical entity
yaaH	is part of	membrane
yaaH	is part of	cellular anatomical entity
yaaH	is part of	plasma membrane
yaaH	is part of	cell periphery
fepD	is part of	integral component of plasma membrane
fepD	is part of	biological entity
fepD	is part of	anatomical entity
fepD	is part of	membrane
fepD	is part of	integral component of membrane
fepD	is part of	cellular anatomical entity
fepD	is part of	intrinsic component of plasma membrane
fepD	is part of	plasma membrane
fepD	is part of	intrinsic component of membrane
fepD	is part of	cell periphery
fepD	is involved in	cellular transition metal ion homeostasis
fepD	is involved in	iron ion homeostasis
fepD	is involved in	cell
fepD	is involved in	transition metal ion homeostasis
fepD	is involved in	chemical homeostasis
fepD	is involved in	cellular iron ion homeostasis
fepD	is involved in	material anatomical entity
fepD	is involved in	ion transport
fepD	is involved in	inorganic ion homeostasis
fepD	is involved in	cellular localization
fepD	is involved in	cation transport
fepD	is involved in	connected anatomical structure
fepD	is involved in	transition metal ion transport
fepD	is involved in	import into cell
fepD	is involved in	anatomical entity
fepD	is involved in	siderophore-dependent iron import into cell
fepD	is involved in	iron import into cell
fepD	is involved in	metal ion transport
fepD	is involved in	establishment of localization in cell
fepD	is involved in	cellular cation homeostasis
fepD	is involved in	cellular chemical homeostasis
fepD	is involved in	biological regulation
fepD	is involved in	cellular homeostasis
fepD	is involved in	regulation of biological quality
fepD	is involved in	metal ion homeostasis
fepD	is involved in	biological entity
fepD	is involved in	cellular metal ion homeostasis
fepD	is involved in	iron coordination entity transport
fepD	is involved in	transport
fepD	is involved in	cellular process
fepD	is involved in	cation homeostasis
fepD	is involved in	cellular ion homeostasis
fepD	is involved in	biological attribute
fepD	is involved in	localization
fepD	is involved in	establishment of localization
fepD	is involved in	homeostatic process
fepD	is involved in	iron ion transport
fepD	is involved in	ion homeostasis
fepD	is involved in	quality
fepD	has	transmembrane transport
fepD	has	localization
fepD	has	establishment of localization
fepD	has	transmembrane transporter activity
fepD	has	transport
fepD	has	cellular process
fepD	has	transporter activity
rnk	is involved in	organic cyclic compound metabolic process
rnk	is involved in	organic cyclic compound biosynthetic process
rnk	is involved in	macromolecule biosynthetic process
rnk	is involved in	biosynthetic process
rnk	is involved in	primary metabolic process
rnk	is involved in	cellular metabolic process
rnk	is involved in	macromolecule metabolic process
rnk	is involved in	heterocycle metabolic process
rnk	is involved in	RNA metabolic process
rnk	is involved in	heterocycle biosynthetic process
rnk	is involved in	cellular nitrogen compound metabolic process
rnk	is involved in	nucleic acid metabolic process
rnk	is involved in	transcription, DNA-templated
rnk	is involved in	metabolic process
rnk	is involved in	DNA-templated transcription, elongation
rnk	is involved in	organic substance biosynthetic process
rnk	is involved in	cellular biosynthetic process
rnk	is involved in	nucleobase-containing compound metabolic process
rnk	is involved in	cellular process
rnk	is involved in	cellular aromatic compound metabolic process
rnk	is involved in	cellular nitrogen compound biosynthetic process
rnk	is involved in	nitrogen compound metabolic process
rnk	is involved in	gene expression
rnk	is involved in	nucleobase-containing compound biosynthetic process
rnk	is involved in	RNA biosynthetic process
rnk	is involved in	nucleic acid-templated transcription
rnk	is involved in	organic substance metabolic process
rnk	is involved in	aromatic compound biosynthetic process
cspE	is involved in	macromolecule metabolic process
cspE	is involved in	biological regulation
cspE	is involved in	regulation of macromolecule metabolic process
cspE	is involved in	metabolic process
cspE	is involved in	regulation of gene expression
cspE	is involved in	gene expression
cspE	is involved in	regulation of metabolic process
cspE	is involved in	regulation of biological process
cspE	is involved in	organic substance metabolic process
cspE	has	regulation of nucleobase-containing compound metabolic process
cspE	has	regulation of protein-containing complex disassembly
cspE	has	regulation of nitrogen compound metabolic process
cspE	has	regulation of nucleic acid-templated transcription
cspE	has	regulation of cellular process
cspE	has	transcription antitermination factor activity, RNA binding
cspE	has	regulation of macromolecule biosynthetic process
cspE	has	regulation of metabolic process
cspE	has	transcription regulator activity
cspE	has	regulation of DNA-templated transcription, termination
cspE	has	regulation of cellular component organization
cspE	has	biological regulation
cspE	has	regulation of RNA biosynthetic process
cspE	has	regulation of macromolecule metabolic process
cspE	has	regulation of transcription, DNA-templated
cspE	has	regulation of biosynthetic process
cspE	has	regulation of RNA metabolic process
cspE	has	regulation of gene expression
cspE	has	transcription antitermination
cspE	has	regulation of cellular biosynthetic process
cspE	has	regulation of primary metabolic process
cspE	has	regulation of biological process
cspE	has	regulation of cellular metabolic process
cspE	is part of	material anatomical entity
cspE	is part of	cell
cspE	is part of	connected anatomical structure
cspE	is part of	cytoplasm
cspE	is part of	biological entity
cspE	is part of	anatomical entity
cspE	is part of	cytosol
cspE	is part of	cellular anatomical entity
cspE	is part of	intracellular anatomical structure
cspE	is involved in	negative regulation of nitrogen compound metabolic process
cspE	is involved in	regulation of nitrogen compound metabolic process
cspE	is involved in	primary metabolic process
cspE	is involved in	negative regulation of biological process
cspE	is involved in	cellular metabolic process
cspE	is involved in	negative regulation of DNA-templated transcription, termination
cspE	is involved in	negative regulation of RNA biosynthetic process
cspE	is involved in	regulation of cellular process
cspE	is involved in	negative regulation of transcription, DNA-templated
cspE	is involved in	negative regulation of cellular component organization
cspE	is involved in	regulation of DNA-templated transcription, termination
cspE	is involved in	regulation of cellular component organization
cspE	is involved in	nucleic acid metabolic process
cspE	is involved in	regulation of RNA biosynthetic process
cspE	is involved in	negative regulation of cellular process
cspE	is involved in	cellular biosynthetic process
cspE	is involved in	regulation of biosynthetic process
cspE	is involved in	nucleobase-containing compound metabolic process
cspE	is involved in	negative regulation of nucleobase-containing compound metabolic process
cspE	is involved in	cellular aromatic compound metabolic process
cspE	is involved in	negative regulation of RNA metabolic process
cspE	is involved in	nitrogen compound metabolic process
cspE	is involved in	negative regulation of protein-containing complex disassembly
cspE	is involved in	regulation of RNA metabolic process
cspE	is involved in	cellular component organization
cspE	is involved in	nucleobase-containing compound biosynthetic process
cspE	is involved in	cellular component organization or biogenesis
cspE	is involved in	nucleic acid-templated transcription
cspE	is involved in	aromatic compound biosynthetic process
cspE	is involved in	regulation of nucleobase-containing compound metabolic process
cspE	is involved in	organic cyclic compound metabolic process
cspE	is involved in	organic cyclic compound biosynthetic process
cspE	is involved in	negative regulation of metabolic process
cspE	is involved in	negative regulation of biosynthetic process
cspE	is involved in	regulation of protein-containing complex disassembly
cspE	is involved in	macromolecule biosynthetic process
cspE	is involved in	biosynthetic process
cspE	is involved in	regulation of nucleic acid-templated transcription
cspE	is involved in	negative regulation of nucleic acid-templated transcription
cspE	is involved in	heterocycle metabolic process
cspE	is involved in	RNA metabolic process
cspE	is involved in	heterocycle biosynthetic process
cspE	is involved in	regulation of macromolecule biosynthetic process
cspE	is involved in	negative regulation of macromolecule biosynthetic process
cspE	is involved in	cellular nitrogen compound metabolic process
cspE	is involved in	protein-containing complex disassembly
cspE	is involved in	protein-containing complex organization
cspE	is involved in	transcription, DNA-templated
cspE	is involved in	organic substance biosynthetic process
cspE	is involved in	regulation of transcription, DNA-templated
cspE	is involved in	DNA-templated transcription, termination
cspE	is involved in	cellular process
cspE	is involved in	cellular component disassembly
cspE	is involved in	negative regulation of cellular biosynthetic process
cspE	is involved in	cellular nitrogen compound biosynthetic process
cspE	is involved in	negative regulation of macromolecule metabolic process
cspE	is involved in	RNA biosynthetic process
cspE	is involved in	regulation of primary metabolic process
cspE	is involved in	regulation of cellular biosynthetic process
cspE	is involved in	regulation of cellular metabolic process
cspE	is involved in	negative regulation of cellular metabolic process
cspE	has	nucleic acid binding
cspE	has	organic cyclic compound binding
cspE	has	heterocyclic compound binding
cspE	has	binding
cspE	has	RNA binding
ybeF	is involved in	regulation of nucleobase-containing compound metabolic process
ybeF	is involved in	organic cyclic compound metabolic process
ybeF	is involved in	organic cyclic compound biosynthetic process
ybeF	is involved in	macromolecule biosynthetic process
ybeF	is involved in	biosynthetic process
ybeF	is involved in	regulation of nitrogen compound metabolic process
ybeF	is involved in	primary metabolic process
ybeF	is involved in	regulation of nucleic acid-templated transcription
ybeF	is involved in	cellular metabolic process
ybeF	is involved in	macromolecule metabolic process
ybeF	is involved in	heterocycle metabolic process
ybeF	is involved in	RNA metabolic process
ybeF	is involved in	regulation of cellular process
ybeF	is involved in	heterocycle biosynthetic process
ybeF	is involved in	regulation of macromolecule biosynthetic process
ybeF	is involved in	regulation of metabolic process
ybeF	is involved in	cellular nitrogen compound metabolic process
ybeF	is involved in	biological regulation
ybeF	is involved in	nucleic acid metabolic process
ybeF	is involved in	regulation of RNA biosynthetic process
ybeF	is involved in	regulation of macromolecule metabolic process
ybeF	is involved in	transcription, DNA-templated
ybeF	is involved in	metabolic process
ybeF	is involved in	organic substance biosynthetic process
ybeF	is involved in	regulation of transcription, DNA-templated
ybeF	is involved in	cellular biosynthetic process
ybeF	is involved in	regulation of biosynthetic process
ybeF	is involved in	nucleobase-containing compound metabolic process
ybeF	is involved in	cellular process
ybeF	is involved in	cellular aromatic compound metabolic process
ybeF	is involved in	cellular nitrogen compound biosynthetic process
ybeF	is involved in	nitrogen compound metabolic process
ybeF	is involved in	regulation of RNA metabolic process
ybeF	is involved in	regulation of gene expression
ybeF	is involved in	RNA biosynthetic process
ybeF	is involved in	gene expression
ybeF	is involved in	nucleobase-containing compound biosynthetic process
ybeF	is involved in	nucleic acid-templated transcription
ybeF	is involved in	regulation of biological process
ybeF	is involved in	organic substance metabolic process
ybeF	is involved in	regulation of primary metabolic process
ybeF	is involved in	regulation of cellular biosynthetic process
ybeF	is involved in	aromatic compound biosynthetic process
ybeF	is involved in	regulation of cellular metabolic process
mrdB	is part of	integral component of plasma membrane
mrdB	is part of	biological entity
mrdB	is part of	anatomical entity
mrdB	is part of	membrane
mrdB	is part of	integral component of membrane
mrdB	is part of	cellular anatomical entity
mrdB	is part of	intrinsic component of plasma membrane
mrdB	is part of	plasma membrane
mrdB	is part of	intrinsic component of membrane
mrdB	is part of	cell periphery
mrdB	is involved in	regulation of cell shape
mrdB	is involved in	biological regulation
mrdB	is involved in	regulation of biological quality
mrdB	is involved in	regulation of cell morphogenesis
mrdB	is involved in	cell morphogenesis
mrdB	is involved in	anatomical structure morphogenesis
mrdB	is involved in	regulation of anatomical structure morphogenesis
mrdB	is involved in	cellular component attribute
mrdB	is involved in	biological attribute
mrdB	is involved in	regulation of developmental process
mrdB	is involved in	cell shape
mrdB	is involved in	developmental process
mrdB	is involved in	quality
mrdB	is involved in	regulation of biological process
mrdB	is involved in	cell morphology
mrdB	is involved in	cell attribute
mrdB	is part of	material anatomical entity
mrdB	is part of	cell
mrdB	is part of	connected anatomical structure
mrdB	is part of	cell division site
mrdB	is involved in	cell division
mrdB	is involved in	cellular process
mrdB	has	nitrogen compound transport
mrdB	has	transmembrane transport
mrdB	has	transmembrane transporter activity
mrdB	has	carbohydrate derivative transport
mrdB	has	transport
mrdB	has	cellular process
mrdB	has	macromolecule transmembrane transporter activity
mrdB	has	carbohydrate derivative transmembrane transporter activity
mrdB	has	transporter activity
mrdB	has	localization
mrdB	has	establishment of localization
mrdB	has	lipid-linked peptidoglycan transport
mrdB	has	lipid-linked peptidoglycan transporter activity
mrdB	has	peptidoglycan transport
mrdB	has	peptidoglycan transmembrane transporter activity
mrdB	has	organic substance transport
ybeB	has	ribonucleoprotein complex binding
ybeB	has	ribosomal large subunit binding
ybeB	has	binding
ybeB	has	protein-containing complex binding
ybeB	is involved in	negative regulation of nitrogen compound metabolic process
ybeB	is involved in	regulation of nitrogen compound metabolic process
ybeB	is involved in	primary metabolic process
ybeB	is involved in	negative regulation of biological process
ybeB	is involved in	cellular metabolic process
ybeB	is involved in	regulation of protein metabolic process
ybeB	is involved in	regulation of cellular process
ybeB	is involved in	peptide metabolic process
ybeB	is involved in	negative regulation of cellular macromolecule biosynthetic process
ybeB	is involved in	regulation of cellular macromolecule biosynthetic process
ybeB	is involved in	negative regulation of translation
ybeB	is involved in	negative regulation of protein metabolic process
ybeB	is involved in	biological regulation
ybeB	is involved in	metabolic process
ybeB	is involved in	negative regulation of cellular process
ybeB	is involved in	cellular biosynthetic process
ybeB	is involved in	regulation of biosynthetic process
ybeB	is involved in	translation
ybeB	is involved in	negative regulation of gene expression
ybeB	is involved in	nitrogen compound metabolic process
ybeB	is involved in	peptide biosynthetic process
ybeB	is involved in	regulation of gene expression
ybeB	is involved in	gene expression
ybeB	is involved in	amide biosynthetic process
ybeB	is involved in	protein metabolic process
ybeB	is involved in	cellular amide metabolic process
ybeB	is involved in	negative regulation of metabolic process
ybeB	is involved in	negative regulation of biosynthetic process
ybeB	is involved in	organonitrogen compound metabolic process
ybeB	is involved in	macromolecule biosynthetic process
ybeB	is involved in	organonitrogen compound biosynthetic process
ybeB	is involved in	biosynthetic process
ybeB	is involved in	macromolecule metabolic process
ybeB	is involved in	regulation of translation
ybeB	is involved in	cellular macromolecule metabolic process
ybeB	is involved in	regulation of cellular amide metabolic process
ybeB	is involved in	regulation of macromolecule biosynthetic process
ybeB	is involved in	regulation of metabolic process
ybeB	is involved in	regulation of cellular protein metabolic process
ybeB	is involved in	negative regulation of macromolecule biosynthetic process
ybeB	is involved in	cellular nitrogen compound metabolic process
ybeB	is involved in	negative regulation of cellular protein metabolic process
ybeB	is involved in	cellular macromolecule biosynthetic process
ybeB	is involved in	negative regulation of cellular amide metabolic process
ybeB	is involved in	regulation of macromolecule metabolic process
ybeB	is involved in	cellular protein metabolic process
ybeB	is involved in	organic substance biosynthetic process
ybeB	is involved in	cellular process
ybeB	is involved in	posttranscriptional regulation of gene expression
ybeB	is involved in	negative regulation of cellular biosynthetic process
ybeB	is involved in	cellular nitrogen compound biosynthetic process
ybeB	is involved in	negative regulation of macromolecule metabolic process
ybeB	is involved in	regulation of biological process
ybeB	is involved in	organic substance metabolic process
ybeB	is involved in	regulation of primary metabolic process
ybeB	is involved in	regulation of cellular biosynthetic process
ybeB	is involved in	regulation of cellular metabolic process
ybeB	is involved in	negative regulation of cellular metabolic process
ybeB	is involved in	regulation of ribosome biogenesis
ybeB	is involved in	ribosome biogenesis
ybeB	is involved in	ribonucleoprotein complex biogenesis
ybeB	is involved in	negative regulation of ribosome biogenesis
ybeB	is involved in	cellular component biogenesis
ybeB	is involved in	regulation of cellular component biogenesis
ybeB	is involved in	cellular component organization or biogenesis
holA	is involved in	DNA replication
holA	is involved in	DNA-dependent DNA replication
holA	is involved in	metabolic process
holA	is involved in	organic substance biosynthetic process
holA	is involved in	macromolecule biosynthetic process
holA	is involved in	biosynthetic process
holA	is involved in	cellular biosynthetic process
holA	is involved in	cellular metabolic process
holA	is involved in	cellular process
holA	is involved in	macromolecule metabolic process
holA	is involved in	cellular macromolecule metabolic process
holA	is involved in	organic substance metabolic process
holA	is involved in	cellular macromolecule biosynthetic process
holA	is part of	DNA polymerase III complex
holA	is part of	transferase complex, transferring phosphorus-containing groups
holA	is part of	catalytic complex
holA	is part of	transferase complex
holA	is part of	intracellular protein-containing complex
holA	is part of	protein-containing complex
holA	is part of	DNA polymerase complex
STM0649	is involved in	organic acid metabolic process
STM0649	is involved in	catabolic process
STM0649	is involved in	uronic acid metabolic process
STM0649	is involved in	primary metabolic process
STM0649	is involved in	cellular metabolic process
STM0649	is involved in	monosaccharide metabolic process
STM0649	is involved in	small molecule metabolic process
STM0649	is involved in	small molecule catabolic process
STM0649	is involved in	monosaccharide catabolic process
STM0649	is involved in	carbohydrate catabolic process
STM0649	is involved in	galacturonate metabolic process
STM0649	is involved in	organic acid catabolic process
STM0649	is involved in	monocarboxylic acid catabolic process
STM0649	is involved in	monocarboxylic acid metabolic process
STM0649	is involved in	metabolic process
STM0649	is involved in	organic substance catabolic process
STM0649	is involved in	cellular catabolic process
STM0649	is involved in	cellular process
STM0649	is involved in	oxoacid metabolic process
STM0649	is involved in	carboxylic acid catabolic process
STM0649	is involved in	carbohydrate metabolic process
STM0649	is involved in	D-galacturonate metabolic process
STM0649	is involved in	galacturonate catabolic process
STM0649	is involved in	D-galacturonate catabolic process
STM0649	is involved in	carboxylic acid metabolic process
STM0649	is involved in	organic substance metabolic process
gltJ	is involved in	nitrogen compound transport
gltJ	is involved in	localization
gltJ	is involved in	establishment of localization
gltJ	is involved in	organic acid transport
gltJ	is involved in	amino acid transport
gltJ	is involved in	transport
gltJ	is involved in	organic substance transport
gltJ	is part of	biological entity
gltJ	is part of	anatomical entity
gltJ	is part of	membrane
gltJ	is part of	cellular anatomical entity
gltJ	is part of	plasma membrane
gltJ	is part of	cell periphery
phoL	has	heterocyclic compound binding
phoL	has	nucleoside phosphate binding
phoL	has	ion binding
phoL	has	small molecule binding
phoL	has	anion binding
phoL	has	binding
phoL	has	nucleotide binding
phoL	has	ATP binding
phoL	has	adenyl ribonucleotide binding
phoL	has	purine ribonucleoside triphosphate binding
phoL	has	organic cyclic compound binding
phoL	has	carbohydrate derivative binding
phoL	has	purine nucleotide binding
phoL	has	ribonucleotide binding
phoL	has	adenyl nucleotide binding
phoL	has	purine ribonucleotide binding
phoL	is part of	material anatomical entity
phoL	is part of	cell
phoL	is part of	connected anatomical structure
phoL	is part of	cytoplasm
phoL	is part of	biological entity
phoL	is part of	anatomical entity
phoL	is part of	cytosol
phoL	is part of	cellular anatomical entity
phoL	is part of	intracellular anatomical structure
nagD	has	hydrolase activity, acting on ester bonds
nagD	has	metabolic process
nagD	has	phosphorus metabolic process
nagD	has	cellular metabolic process
nagD	has	cellular process
nagD	has	phosphate-containing compound metabolic process
nagD	has	phosphoric ester hydrolase activity
nagD	has	catalytic activity
nagD	has	phosphatase activity
nagD	has	dephosphorylation
nagD	has	hydrolase activity
chiP	has	wide pore channel activity
chiP	has	channel activity
chiP	has	porin activity
chiP	has	transmembrane transport
chiP	has	transmembrane transporter activity
chiP	has	passive transmembrane transporter activity
chiP	has	transport
chiP	has	cellular process
chiP	has	transporter activity
chiP	has	localization
chiP	has	establishment of localization
chiP	is involved in	oligosaccharide transport
chiP	is involved in	localization
chiP	is involved in	establishment of localization
chiP	is involved in	carbohydrate transport
chiP	is involved in	transport
chiP	is involved in	organic substance transport
fur	is involved in	amide biosynthetic process
fur	is involved in	cellular amide metabolic process
fur	is involved in	negative regulation of metabolic process
fur	is involved in	negative regulation of biosynthetic process
fur	is involved in	siderophore metabolic process
fur	is involved in	negative regulation of secondary metabolite biosynthetic process
fur	is involved in	negative regulation of nitrogen compound metabolic process
fur	is involved in	organonitrogen compound metabolic process
fur	is involved in	regulation of secondary metabolite biosynthetic process
fur	is involved in	organonitrogen compound biosynthetic process
fur	is involved in	biosynthetic process
fur	is involved in	regulation of nitrogen compound metabolic process
fur	is involved in	negative regulation of biological process
fur	is involved in	cellular metabolic process
fur	is involved in	regulation of siderophore biosynthetic process
fur	is involved in	nonribosomal peptide biosynthetic process
fur	is involved in	negative regulation of siderophore biosynthetic process
fur	is involved in	regulation of cellular process
fur	is involved in	peptide metabolic process
fur	is involved in	regulation of cellular amide metabolic process
fur	is involved in	regulation of metabolic process
fur	is involved in	cellular nitrogen compound metabolic process
fur	is involved in	negative regulation of cellular amide metabolic process
fur	is involved in	biological regulation
fur	is involved in	secondary metabolic process
fur	is involved in	metabolic process
fur	is involved in	organic substance biosynthetic process
fur	is involved in	regulation of secondary metabolic process
fur	is involved in	negative regulation of cellular process
fur	is involved in	cellular biosynthetic process
fur	is involved in	regulation of biosynthetic process
fur	is involved in	siderophore biosynthetic process
fur	is involved in	cellular process
fur	is involved in	negative regulation of cellular biosynthetic process
fur	is involved in	cellular nitrogen compound biosynthetic process
fur	is involved in	nitrogen compound metabolic process
fur	is involved in	peptide biosynthetic process
fur	is involved in	secondary metabolite biosynthetic process
fur	is involved in	regulation of biological process
fur	is involved in	organic substance metabolic process
fur	is involved in	regulation of cellular biosynthetic process
fur	is involved in	regulation of cellular metabolic process
fur	is involved in	negative regulation of cellular metabolic process
fur	has	biological regulation
fur	has	regulation of RNA biosynthetic process
fur	has	regulation of nucleobase-containing compound metabolic process
fur	has	regulation of macromolecule metabolic process
fur	has	regulation of transcription, DNA-templated
fur	has	regulation of nitrogen compound metabolic process
fur	has	regulation of nucleic acid-templated transcription
fur	has	regulation of biosynthetic process
fur	has	DNA-binding transcription factor activity
fur	has	regulation of cellular process
fur	has	regulation of RNA metabolic process
fur	has	regulation of gene expression
fur	has	regulation of macromolecule biosynthetic process
fur	has	regulation of metabolic process
fur	has	regulation of cellular biosynthetic process
fur	has	regulation of primary metabolic process
fur	has	regulation of biological process
fur	has	transcription regulator activity
fur	has	regulation of cellular metabolic process
fur	has	nucleic acid binding
fur	has	DNA binding
fur	has	transcription regulatory region nucleic acid binding
fur	has	heterocyclic compound binding
fur	has	organic cyclic compound binding
fur	has	double-stranded DNA binding
