tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254908	0	live	fis	STM3385	Fis family transcriptional regulator				NC_003197.2	3556262	3556565	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251996	0	live	acrA	STM0476	efflux transporter periplasmic adaptor subunit				NC_003197.2	532422	533626	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251970	0	live	lon	STM0450	endopeptidase La				NC_003197.2	505532	507897	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256201	0	live	spvC	PSLT038, spvB	Salmonella plasmid virulence: hydrophilic protein				NC_003277.2	27178	27903	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253794	0	live	gyrA	STM2272	DNA gyrase subunit A				NC_003197.2	2373710	2376422	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256124	0	live	arcA	STM4598	OmpR family response regulator ArcA				NC_003197.2	4855388	4856211	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251704	0	live	dksA	STM0186	RNA polymerase-binding protein DksA				NC_003197.2	216398	216866	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253374	0	live	sopE2	STM1855	type III secretion protein SopE2				NC_003197.2	1952009	1952738	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255441	0	live	trxA	STM3915	thioredoxin				NC_003197.2	4124837	4125178	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254701	0	live	ygiY	STM3178	two-component system sensor histidine kinase QseC				NC_003197.2	3341450	3342810	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254468	0	live	sopD	STM2945	secreted protein in the Sop family; transferred to eukaryotic cells				NC_003197.2	3087148	3088108	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254709	0	live	tolC	STM3186	outer membrane channel				NC_003197.2	3348574	3350049	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253365	0	live	proQ	STM1846	RNA chaperone ProQ				NC_003197.2	1943199	1943896	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252128	0	live	ahpC	STM0608	peroxiredoxin				NC_003197.2	670350	671015	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252478	0	live	lrp	STM0959	leucine-responsive transcriptional regulator				NC_003197.2	1036670	1037239	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253434	0	live	flhA	STM1913	flagellar biosynthesis protein FlhA				NC_003197.2	2008209	2010300	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252690	0	live	flgM	STM1172	anti-sigma-28 factor FlgM				NC_003197.2	1257036	1257341	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251995	0	live	acrB	STM0475	aminoglycoside/multidrug transporter permease				NC_003197.2	529250	532415	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253491	0	live	fliG	STM1970	flagellar motor switch protein FliG				NC_003197.2	2058194	2059206	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253471	0	live	sdiA	STM1950	transcriptional regulator SdiA				NC_003197.2	2039655	2040395	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252862	0	live	ydiV	STM1344	EAL domain-containing protein				NC_003197.2	1422781	1423502	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251993	0	live	hha	STM0473	transcriptional regulator				NC_003197.2	528134	528364	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252962	0	live	slyA	STM1444	MarR family transcriptional regulator for hemolysin				NC_003197.2	1519865	1520311	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255885	0	live	mutL	STM4359	DNA mismatch repair protein MutL				NC_003197.2	4601698	4603565	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255257	0	live	pyrE	STM3733	orotate phosphoribosyltransferase				NC_003197.2	3925971	3926625	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253989	0	live	eutT	STM2467	cobalamin adenosyltransferase				NC_003197.2	2576555	2577370	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252739	0	live	cobB	STM1221	NAD-dependent protein deacylase				NC_003197.2	1306756	1307586	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252703	0	live	rne	STM1185	ribonuclease E				NC_003197.2	1268344	1271547	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253980	0	live	eutB	STM2458	ethanolamine ammonia-lyase large subunit				NC_003197.2	2567250	2568624	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253435	0	live	flhB	STM1914	flagellar biosynthesis protein FlhB				NC_003197.2	2010280	2011444	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255025	0	live	ompR	STM3502	two-component system response regulator OmpR				NC_003197.2	3659617	3660468	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254401	0	live	sptP	STM2878	pathogenicity island 1 effector protein StpP				NC_003197.2	3022078	3023717	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254079	0	live	cadC	STM2557	transcriptional regulator CadC				NC_003197.2	2696564	2698176	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256226	0	live	pefI	PSLT013, orf6	plasmid-encoded fimbriae; regulatory				NC_003277.2	7904	8116	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253476	0	live	fliZ	STM1955	flagellar regulatory protein FliZ				NC_003197.2	2044134	2044696	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251968	0	live	clpP	STM0448	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP				NC_003197.2	503199	503834	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255281	0	live	misL	STM3757	autotransporter outer membrane beta-barrel domain-containing protein				NC_003197.2	3954765	3957640	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254805	0	live	pnp	STM3282	polyribonucleotide nucleotidyltransferase				NC_003197.2	3449254	3451401	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254768	0	live	tdcA	STM3245	transcriptional regulator TdcA				NC_003197.2	3412480	3413427	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254419	0	live	invA	STM2896	EscV/YscV/HrcV family type III secretion system export apparatus protein				NC_003197.2	3038407	3040471	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254409	0	live	sicA	STM2886	CesD/SycD/LcrH family type III secretion system chaperone				NC_003197.2	3030905	3031414	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254396	0	live	prgI	STM2873	EscF/YscF/HrpA family type III secretion system needle major subunit				NC_003197.2	3016082	3016331	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254303	0	live	STM2780	STM2780	effector protein PipB				NC_003197.2	2926806	2927863	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252910	0	live	ssrA	STM1392	hybrid sensor histidine kinase/response regulator				NC_003197.2	1476827	1479596	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255825	0	live	melB	STM4299	melibiose:sodium transporter MelB				NC_003197.2	4543843	4545283	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253652	0	live	baeR	STM2131	two-component system response regulator BaeR				NC_003197.2	2224528	2225257	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253587	0	live	sopA	STM2066	similar to secreted effector protein of Salmonella dublin	similar to secreted effector protein of Salmonella dublin|E3 ubiquitin--protein ligase			NC_003197.2	2141556	2143915	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253493	0	live	fliI	STM1972	flagellum-specific ATP synthase FliI				NC_003197.2	2059886	2061276	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254349	0	live	csrA	STM2826	carbon storage regulator				NC_003197.2	2970955	2971152	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255174	0	live	STM3650	STM3650	hypothetical protein				NC_003197.2	3836830	3837376	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251838	0	live	crl	STM0319	sigma factor-binding protein Crl				NC_003197.2	364517	364930	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253444	0	live	motA	STM1923	flagellar motor stator protein MotA				NC_003197.2	2020121	2021020	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	2829957	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Salmonella enterica subsp. enterica serovar Typhimurium LT2; Salmonella enterica subsp. enterica serovar Typhimurium strain LT2; Salmonella enterica subsp. enterica serovar Typhimurium strain LT2-LTL2; Salmonella typhimurium LT2).										
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253013	0	live	ynfI	STM1495	DMSO reductase maturation protein DsmD				NC_003197.2	1572267	1572881	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252919	0	live	sseD	STM1401	pathogenicity island 2 effector protein SseD				NC_003197.2	1486451	1487045	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251969	0	live	clpX	STM0449	ATP-dependent protease ATP-binding subunit ClpX				NC_003197.2	504073	505357	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255984	0	live	yjgF	STM4458	reactive intermediate/imine deaminase				NC_003197.2	4703051	4703448	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255362	0	live	gyrB	STM3835	DNA gyrase subunit B				NC_003197.2	4038868	4041293	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254162	0	live	rseA	STM2639	anti-sigma factor				NC_003197.2	2778749	2779417	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252149	0	live	cspE	STM0629	cold-shock protein				NC_003197.2	692906	693127	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251825	0	live	STM0306	STM0306	adhesin				NC_003197.2	349894	350619	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253477	0	live	fliA	STM1956	RNA polymerase sigma factor FliA				NC_003197.2	2044744	2045477	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254406	0	live	sipD	STM2883	cell invasion protein SipD				NC_003197.2	3026762	3027799	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251644	0	live	murD	STM0126	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase				NC_003197.2	147386	148716	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251602	0	live	STM0084	STM0084	phosphatase				NC_003197.2	95952	97848	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253568	0	live	pduL	STM2047	propanediol utilization protein				NC_003197.2	2123795	2124434	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256133	0	live	PSLT106	PSLT106	homologue of mvpA, Shigella flexneri				NC_003277.2	86569	86967	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255870	0	live	yjeA	STM4344	elongation factor P lysine(34) lysyltransferase				NC_003197.2	4586097	4587088	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255494	0	live	udp	STM3968	uridine phosphorylase				NC_003197.2	4174799	4175638	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254989	0	live	crp	STM3466	transcriptional regulator Crp				NC_003197.2	3615460	3616285	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254843	0	live	rpoN	STM3320	RNA polymerase factor sigma-54				NC_003197.2	3484314	3485850	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254623	0	live	yggS	STM3100	YggS family pyridoxal phosphate enzyme				NC_003197.2	3260944	3261655	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253877	0	live	argT	STM2355	histidine ABC transporter substrate-binding protein HisJ				NC_003197.2	2465510	2466303	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253578	0	live	pduW	STM2057	acetate kinase				NC_003197.2	2131430	2132651	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253537	0	live	cobT	STM2016	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase				NC_003197.2	2097300	2098383	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253495	0	live	fliK	STM1974	flagellar hook-length control protein FliK				NC_003197.2	2061726	2062955	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253246	0	live	trpA	STM1727	tryptophan synthase subunit alpha				NC_003197.2	1824253	1825072	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253245	0	live	trpB	STM1726	tryptophan synthase subunit beta				NC_003197.2	1823062	1824266	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253129	0	live	rimL	STM1611	ribosomal protein L7/L12-serine acetyltransferase				NC_003197.2	1701036	1701587	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252782	0	live	aadA	STM1264	aminoglycoside resistance protein				NC_003197.2	1346579	1347374	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252695	0	live	flgE	STM1177	flagellar hook protein FlgE				NC_003197.2	1259786	1261009	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252575	0	live	pepN	STM1057	aminopeptidase N				NC_003197.2	1144119	1146741	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252218	0	live	pgm	STM0698	phosphoglucomutase, alpha-D-glucose phosphate-specific				NC_003197.2	759749	761401	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252067	0	live	fimH	STM0547	fimbrial adhesin FimH				NC_003197.2	608664	609685	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253809	0	live	STM2287	STM2287	putative cytoplasmic protein				NC_003197.2	2394786	2395747	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252069	0	live	fimZ	STM0549	DNA-binding response regulator				NC_003197.2	610259	610904	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252070	0	live	fimY	STM0550	fimbriae Y protein				NC_003197.2	611495	612223	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253483	0	live	fliT	STM1962	flagellar biosynthesis protein FliT				NC_003197.2	2051210	2051592	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254294	0	live	fljB	STM2771	flagellin				NC_003197.2	2913234	2914761	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1256230	0	live	rcK	PSLT009, srgB	resistance to complement killing				NC_003277.2	4992	5549	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255651	0	live	oxyR	STM4125	DNA-binding transcriptional regulator OxyR				NC_003197.2	4343021	4344010	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255586	0	live	cpxR	STM4059	DNA-binding response regulator				NC_003197.2	4269759	4270471	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255100	0	live	tcp	STM3577	methyl-accepting chemotaxis protein II				NC_003197.2	3744847	3746497	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254564	0	live	prfB	STM3041	peptide chain release factor RF-2				NC_003197.2	3200752	3201633	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253763	0	live	sspH2	STM2241	E3 ubiquitin--protein ligase				NC_003197.2	2340884	2343255	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253508	0	live	STM1987	STM1987	diguanylate cyclase				NC_003197.2	2069740	2071466	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253500	0	live	fliP	STM1979	flagellar biosynthetic protein FliP				NC_003197.2	2065310	2066060	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253490	0	live	fliF	STM1969	flagellar M-ring protein FliF				NC_003197.2	2056526	2058218	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253482	0	live	fliS	STM1961	flagellar export chaperone FliS				NC_003197.2	2050808	2051224	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253208	0	live	pspA	STM1690	phage shock protein PspA				NC_003197.2	1781741	1782421	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253178	0	live	fnr	STM1660	transcriptional regulator				NC_003197.2	1754273	1755120	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253170	0	live	ynaF	STM1652	universal stress protein F				NC_003197.2	1746114	1746559	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253101	0	live	STM1583	STM1583	effector protein steA				NC_003197.2	1669498	1670137	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252958	0	live	sodC	STM1440	superoxide dismutase				NC_003197.2	1516033	1516562	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252918	0	live	sseC	STM1400	pathogenicity island 2 effector protein SseC				NC_003197.2	1484980	1486442	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252569	0	live	sseI	STM1051	Gifsy-2 prophage putative type III secreted protein				NC_003197.2	1139954	1140927	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252562	0	live	sodC	STM1044	Gifsy-2 prophage superoxide dismutase precursor (Cu-Zn)				NC_003197.2	1130041	1130580	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252352	0	live	ompX	STM0833	outer membrane protein OmpX				NC_003197.2	899528	900052	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252129	0	live	ahpF	STM0609	alkyl hydroperoxide reductase subunit F				NC_003197.2	671245	672822	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1251633	0	live	leuO	STM0115	transcriptional regulator LeuO				NC_003197.2	134557	135513	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255801	0	live	acs	STM4275	acetate--CoA ligase				NC_003197.2	4513730	4515703	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254394	0	live	prgK	STM2871	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein				NC_003197.2	3015003	3015761	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253251	0	live	ompW	STM1732	outer membrane protein OmpW				NC_003197.2	1827887	1828536	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255091	0	live	rpoH	STM3568	RNA polymerase factor sigma-32				NC_003197.2	3735939	3736803	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252922	0	live	sseF	STM1404	pathogenicity island 2 effector protein SseF				NC_003197.2	1487962	1488748	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252463	0	live	yljA	STM0944	ATP-dependent Clp protease adapter ClpS				NC_003197.2	1022350	1022670	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253492	0	live	fliH	STM1971	flagellar assembly protein FliH				NC_003197.2	2059189	2059906	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253446	0	live	flhD	STM1925	regulator of flagellar biosynthesis				NC_003197.2	2021714	2022215	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255817	0	live	basS	STM4291	sensory kinase in two-component regulatory system with BasR				NC_003197.2	4532655	4533725	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255018	0	live	yrfF	STM3495	Intracellular growth attenuator protein igaA				NC_003197.2	3650184	3652327	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253433	0	live	flhE	STM1912	flagellar protein FlhE				NC_003197.2	2007817	2008219	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253481	0	live	fliD	STM1960	flagellar filament-capping protein FliD				NC_003197.2	2049387	2050802	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252993	0	live	rstA	STM1475	two-component system response regulator RstA				NC_003197.2	1551281	1552012	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253791	0	live	yojN	STM2269	phosphotransferase RcsD				NC_003197.2	2367291	2369976	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253006	0	live	mlc	STM1488	transcriptional regulator				NC_003197.2	1565081	1566314	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254395	0	live	prgJ	STM2872	type III secretion system protein PrgJ				NC_003197.2	3015758	3016069	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252701	0	live	flgK	STM1183	flagellar hook-associated protein FlgK				NC_003197.2	1265447	1267119	plus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1253445	0	live	flhC	STM1924	regulator of flagellar biosynthesis				NC_003197.2	2021133	2021723	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1252211	0	live	STM0691	STM0691	FAD-binding dehydrogenase				NC_003197.2	753855	755263	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1254390	0	live	hilC	STM2867	AraC family transcriptional regulator				NC_003197.2	3012114	3013008	minus	0		
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1255443	0	live	rho	STM3917	transcription termination factor Rho				NC_003197.2	4125597	4126856	plus	0		
